"Country or Area","Year","Area","Sex","Language","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2016","Total","Both Sexes","Armenian","Census - de jure - complete tabulation","Final figure, complete","2017","10194","8"
"Australia","2016","Total","Both Sexes","Assamese","Census - de jure - complete tabulation","Final figure, complete","2017","373","8"
"Australia","2016","Total","Both Sexes","Assyrian","Census - de jure - complete tabulation","Final figure, complete","2017","28349","8"
"Australia","2016","Total","Both Sexes","Afrikaans","Census - de jure - complete tabulation","Final figure, complete","2017","43741","8"
"Australia","2016","Total","Both Sexes","Balinese","Census - de jure - complete tabulation","Final figure, complete","2017","199","8"
"Australia","2016","Total","Both Sexes","Belorussian","Census - de jure - complete tabulation","Final figure, complete","2017","187","8"
"Australia","2016","Total","Both Sexes","Bemba","Census - de jure - complete tabulation","Final figure, complete","2017","783","8"
"Australia","2016","Total","Both Sexes","Bislama","Census - de jure - complete tabulation","Final figure, complete","2017","266","8"
"Australia","2016","Total","Both Sexes","Bengali","Census - de jure - complete tabulation","Final figure, complete","2017","54566","8"
"Australia","2016","Total","Both Sexes","Bikol","Census - de jure - complete tabulation","Final figure, complete","2017","111","8"
"Australia","2016","Total","Both Sexes","Bosnian","Census - de jure - complete tabulation","Final figure, complete","2017","15832","8"
"Australia","2016","Total","Both Sexes","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2017","2682","8"
"Australia","2016","Total","Both Sexes","Burmese","Census - de jure - complete tabulation","Final figure, complete","2017","16321","8"
"Australia","2016","Total","Both Sexes","Cantonese","Census - de jure - complete tabulation","Final figure, complete","2017","280943","8"
"Australia","2016","Total","Both Sexes","Cebuano","Census - de jure - complete tabulation","Final figure, complete","2017","2820","8"
"Australia","2016","Total","Both Sexes","Tibetan","Census - de jure - complete tabulation","Final figure, complete","2017","1473","8"
"Australia","2016","Total","Both Sexes","Croatian","Census - de jure - complete tabulation","Final figure, complete","2017","56885","8"
"Australia","2016","Total","Both Sexes","Czech","Census - de jure - complete tabulation","Final figure, complete","2017","7938","8"
"Australia","2016","Total","Both Sexes","Danish","Census - de jure - complete tabulation","Final figure, complete","2017","5777","8"
"Australia","2016","Total","Both Sexes","Dutch","Census - de jure - complete tabulation","Final figure, complete","2017","33835","8"
"Australia","2016","Total","Both Sexes","English","Census - de jure - complete tabulation","Final figure, complete","2017","17020417","8"
"Australia","2016","Total","Both Sexes","Estonian","Census - de jure - complete tabulation","Final figure, complete","2017","1844","8"
"Australia","2016","Total","Both Sexes","Fijian","Census - de jure - complete tabulation","Final figure, complete","2017","8145","8"
"Australia","2016","Total","Both Sexes","Finnish","Census - de jure - complete tabulation","Final figure, complete","2017","5962","8"
"Australia","2016","Total","Both Sexes","French","Census - de jure - complete tabulation","Final figure, complete","2017","70873","8"
"Australia","2016","Total","Both Sexes","Georgian","Census - de jure - complete tabulation","Final figure, complete","2017","198","8"
"Australia","2016","Total","Both Sexes","German","Census - de jure - complete tabulation","Final figure, complete","2017","79353","8"
"Australia","2016","Total","Both Sexes","Gilbertese","Census - de jure - complete tabulation","Final figure, complete","2017","387","8"
"Australia","2016","Total","Both Sexes","Greek","Census - de jure - complete tabulation","Final figure, complete","2017","237588","8"
"Australia","2016","Total","Both Sexes","Gujarati","Census - de jure - complete tabulation","Final figure, complete","2017","52888","8"
"Australia","2016","Total","Both Sexes","Hakka","Census - de jure - complete tabulation","Final figure, complete","2017","8989","8"
"Australia","2016","Total","Both Sexes","Hebrew","Census - de jure - complete tabulation","Final figure, complete","2017","10341","8"
"Australia","2016","Total","Both Sexes","Hindi","Census - de jure - complete tabulation","Final figure, complete","2017","159652","8"
"Australia","2016","Total","Both Sexes","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2017","19895","8"
"Australia","2016","Total","Both Sexes","Hausa","Census - de jure - complete tabulation","Final figure, complete","2017","202","8"
"Australia","2016","Total","Both Sexes","Iban","Census - de jure - complete tabulation","Final figure, complete","2017","62","8"
"Australia","2016","Total","Both Sexes","Icelandic","Census - de jure - complete tabulation","Final figure, complete","2017","286","8"
"Australia","2016","Total","Both Sexes","Indonesian","Census - de jure - complete tabulation","Final figure, complete","2017","67891","8"
"Australia","2016","Total","Both Sexes","Italian","Census - de jure - complete tabulation","Final figure, complete","2017","271597","8"
"Australia","2016","Total","Both Sexes","Japanese","Census - de jure - complete tabulation","Final figure, complete","2017","55966","8"
"Australia","2016","Total","Both Sexes","Javanese","Census - de jure - complete tabulation","Final figure, complete","2017","78","8"
"Australia","2016","Total","Both Sexes","Kannada","Census - de jure - complete tabulation","Final figure, complete","2017","9701","8"
"Australia","2016","Total","Both Sexes","Khmer","Census - de jure - complete tabulation","Final figure, complete","2017","35428","8"
"Australia","2016","Total","Both Sexes","Konkani","Census - de jure - complete tabulation","Final figure, complete","2017","2416","8"
"Australia","2016","Total","Both Sexes","Korean","Census - de jure - complete tabulation","Final figure, complete","2017","108997","8"
"Australia","2016","Total","Both Sexes","Latvian","Census - de jure - complete tabulation","Final figure, complete","2017","2950","8"
"Australia","2016","Total","Both Sexes","Lingala","Census - de jure - complete tabulation","Final figure, complete","2017","301","8"
"Australia","2016","Total","Both Sexes","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2017","1999","8"
"Australia","2016","Total","Both Sexes","Macedonian","Census - de jure - complete tabulation","Final figure, complete","2017","66019","8"
"Australia","2016","Total","Both Sexes","Malay","Census - de jure - complete tabulation","Final figure, complete","2017","17942","8"
"Australia","2016","Total","Both Sexes","Malayalam","Census - de jure - complete tabulation","Final figure, complete","2017","53206","8"
"Australia","2016","Total","Both Sexes","Maltese","Census - de jure - complete tabulation","Final figure, complete","2017","31987","8"
"Australia","2016","Total","Both Sexes","Mandarin","Census - de jure - complete tabulation","Final figure, complete","2017","596711","8"
"Australia","2016","Total","Both Sexes","Marathi","Census - de jure - complete tabulation","Final figure, complete","2017","13055","8"
"Australia","2016","Total","Both Sexes","Mongolian","Census - de jure - complete tabulation","Final figure, complete","2017","2144","8"
"Australia","2016","Total","Both Sexes","Ndebele","Census - de jure - complete tabulation","Final figure, complete","2017","1363","8"
"Australia","2016","Total","Both Sexes","Nepali","Census - de jure - complete tabulation","Final figure, complete","2017","62005","8"
"Australia","2016","Total","Both Sexes","Norwegian","Census - de jure - complete tabulation","Final figure, complete","2017","2898","8"
"Australia","2016","Total","Both Sexes","Not stated","Census - de jure - complete tabulation","Final figure, complete","2017","1509829","8"
"Australia","2016","Total","Both Sexes","Oriya","Census - de jure - complete tabulation","Final figure, complete","2017","721","8"
"Australia","2016","Total","Both Sexes","Polish","Census - de jure - complete tabulation","Final figure, complete","2017","48083","8"
"Australia","2016","Total","Both Sexes","Pashto","Census - de jure - complete tabulation","Final figure, complete","2017","9233","8"
"Australia","2016","Total","Both Sexes","Portuguese","Census - de jure - complete tabulation","Final figure, complete","2017","48853","8"
"Australia","2016","Total","Both Sexes","Punjabi","Census - de jure - complete tabulation","Final figure, complete","2017","132496","8"
"Australia","2016","Total","Both Sexes","Romanian","Census - de jure - complete tabulation","Final figure, complete","2017","12955","8"
"Australia","2016","Total","Both Sexes","Romany","Census - de jure - complete tabulation","Final figure, complete","2017","167","8"
"Australia","2016","Total","Both Sexes","Russian","Census - de jure - complete tabulation","Final figure, complete","2017","50314","8"
"Australia","2016","Total","Both Sexes","Samoan","Census - de jure - complete tabulation","Final figure, complete","2017","44869","8"
"Australia","2016","Total","Both Sexes","Serbian","Census - de jure - complete tabulation","Final figure, complete","2017","53801","8"
"Australia","2016","Total","Both Sexes","Shona","Census - de jure - complete tabulation","Final figure, complete","2017","11037","8"
"Australia","2016","Total","Both Sexes","Sindhi","Census - de jure - complete tabulation","Final figure, complete","2017","1592","8"
"Australia","2016","Total","Both Sexes","Sinhalese","Census - de jure - complete tabulation","Final figure, complete","2017","64612","8"
"Australia","2016","Total","Both Sexes","Slovak","Census - de jure - complete tabulation","Final figure, complete","2017","5437","8"
"Australia","2016","Total","Both Sexes","Somali","Census - de jure - complete tabulation","Final figure, complete","2017","14176","8"
"Australia","2016","Total","Both Sexes","Spanish","Census - de jure - complete tabulation","Final figure, complete","2017","140817","8"
"Australia","2016","Total","Both Sexes","Swahili","Census - de jure - complete tabulation","Final figure, complete","2017","11460","8"
"Australia","2016","Total","Both Sexes","Swedish","Census - de jure - complete tabulation","Final figure, complete","2017","8956","8"
"Australia","2016","Total","Both Sexes","Tagalog","Census - de jure - complete tabulation","Final figure, complete","2017","111273","8"
