,NIVEAU_GÉO,GÉO,QUESTION,LANGUE,CHIFFRE_TOTAL
928,Pays,Canada,Langue parlée le plus souvent à la maison,Frison,270
930,Pays,Canada,Langue parlée le plus souvent à la maison,Allemand,86820
931,Pays,Canada,Langue parlée le plus souvent à la maison,Allemand pennsylvanien,7270
932,Pays,Canada,Langue parlée le plus souvent à la maison,Allemand suisse,1750
933,Pays,Canada,Langue parlée le plus souvent à la maison,Yiddish,7950
935,Pays,Canada,Langue parlée le plus souvent à la maison,Afrikaans,6095
936,Pays,Canada,Langue parlée le plus souvent à la maison,Néerlandais,8100
937,Pays,Canada,Langue parlée le plus souvent à la maison,"Bas-allemand, n.d.a.",4965
938,Pays,Canada,Langue parlée le plus souvent à la maison,Bas-saxon,490
939,Pays,Canada,Langue parlée le plus souvent à la maison,Bas-allemand mennonite,13845
940,Pays,Canada,Langue parlée le plus souvent à la maison,Vlaams (flamand),220
942,Pays,Canada,Langue parlée le plus souvent à la maison,Danois,615
943,Pays,Canada,Langue parlée le plus souvent à la maison,Islandais,175
944,Pays,Canada,Langue parlée le plus souvent à la maison,Norvégien,260
945,Pays,Canada,Langue parlée le plus souvent à la maison,Suédois,890
946,Pays,Canada,Langue parlée le plus souvent à la maison,"Langues germaniques, n.i.a.",740
947,Pays,Canada,Langue parlée le plus souvent à la maison,Grec,38300
950,Pays,Canada,Langue parlée le plus souvent à la maison,Assamais,215
951,Pays,Canada,Langue parlée le plus souvent à la maison,Bengali,56750
952,Pays,Canada,Langue parlée le plus souvent à la maison,Gujarati,92005
953,Pays,Canada,Langue parlée le plus souvent à la maison,Hindi,91930
954,Pays,Canada,Langue parlée le plus souvent à la maison,Kacchi,3055
955,Pays,Canada,Langue parlée le plus souvent à la maison,Cachemiri,270
956,Pays,Canada,Langue parlée le plus souvent à la maison,Konkani,880
957,Pays,Canada,Langue parlée le plus souvent à la maison,Marathi,7460
958,Pays,Canada,Langue parlée le plus souvent à la maison,Népalais,16835
960,Pays,Canada,Langue parlée le plus souvent à la maison,Odia,525
961,Pays,Canada,Langue parlée le plus souvent à la maison,"Oriya, n.d.a.",270
962,Pays,Canada,Langue parlée le plus souvent à la maison,Pendjabi (panjabi),520390
963,Pays,Canada,Langue parlée le plus souvent à la maison,Rohingya,410
964,Pays,Canada,Langue parlée le plus souvent à la maison,Sindhi,2110
965,Pays,Canada,Langue parlée le plus souvent à la maison,Singhalais,9665
966,Pays,Canada,Langue parlée le plus souvent à la maison,Ourdou,158040
967,Pays,Canada,Langue parlée le plus souvent à la maison,"Langues indo-aryennes, n.i.a.",2015
969,Pays,Canada,Langue parlée le plus souvent à la maison,Baloutche,330
970,Pays,Canada,Langue parlée le plus souvent à la maison,Kurde,10380
971,Pays,Canada,Langue parlée le plus souvent à la maison,Parsi,280
972,Pays,Canada,Langue parlée le plus souvent à la maison,Pachto,13215
974,Pays,Canada,Langue parlée le plus souvent à la maison,Dari,36190
975,Pays,Canada,Langue parlée le plus souvent à la maison,Persan iranien,125840
976,Pays,Canada,Langue parlée le plus souvent à la maison,"Persan (farsi), n.d.a.",17715
977,Pays,Canada,Langue parlée le plus souvent à la maison,"Langues iraniennes, n.i.a.",475
978,Pays,Canada,Langue parlée le plus souvent à la maison,"Langues indo-iraniennes, n.i.a.",125
980,Pays,Canada,Langue parlée le plus souvent à la maison,Catalan,370
981,Pays,Canada,Langue parlée le plus souvent à la maison,Italien,92755
982,Pays,Canada,Langue parlée le plus souvent à la maison,Portugais,118730
983,Pays,Canada,Langue parlée le plus souvent à la maison,Roumain,48090
984,Pays,Canada,Langue parlée le plus souvent à la maison,Espagnol,317365
985,Pays,Canada,Langue parlée le plus souvent à la maison,"Langues italiques (romanes), n.i.a.",425
986,Pays,Canada,Langue parlée le plus souvent à la maison,"Langues indo-européennes, n.i.a.",190
987,Pays,Canada,Langue parlée le plus souvent à la maison,Japonais,20055
988,Pays,Canada,Langue parlée le plus souvent à la maison,Coréen,125525
989,Pays,Canada,Langue parlée le plus souvent à la maison,Mongol,1050
991,Pays,Canada,Langue parlée le plus souvent à la maison,Akan (twi),6000
992,Pays,Canada,Langue parlée le plus souvent à la maison,Bamanankan,560
993,Pays,Canada,Langue parlée le plus souvent à la maison,Edo,365
995,Pays,Canada,Langue parlée le plus souvent à la maison,"Fulah (peul, pular, pulaar, fulfulde)",1315
996,Pays,Canada,Langue parlée le plus souvent à la maison,Ga,260
997,Pays,Canada,Langue parlée le plus souvent à la maison,Ganda,555
998,Pays,Canada,Langue parlée le plus souvent à la maison,Gikuyu,105
999,Pays,Canada,Langue parlée le plus souvent à la maison,Igbo,1530
1000,Pays,Canada,Langue parlée le plus souvent à la maison,Kinyarwanda (rwanda),2720
1001,Pays,Canada,Langue parlée le plus souvent à la maison,Lingala,1520
1002,Pays,Canada,Langue parlée le plus souvent à la maison,Luba-kasaï,90
1003,Pays,Canada,Langue parlée le plus souvent à la maison,Mòoré,70
1004,Pays,Canada,Langue parlée le plus souvent à la maison,Mwani,160
1005,Pays,Canada,Langue parlée le plus souvent à la maison,Ndébélé,295
1006,Pays,Canada,Langue parlée le plus souvent à la maison,Rundi (kiroundi),3780
1007,Pays,Canada,Langue parlée le plus souvent à la maison,Shona,1035
1008,Pays,Canada,Langue parlée le plus souvent à la maison,Soninké,235
1009,Pays,Canada,Langue parlée le plus souvent à la maison,Langues sotho-tswana,130
1010,Pays,Canada,Langue parlée le plus souvent à la maison,Swahili,7055
1011,Pays,Canada,Langue parlée le plus souvent à la maison,Wojenaka,290
1012,Pays,Canada,Langue parlée le plus souvent à la maison,Wolof,1945
1013,Pays,Canada,Langue parlée le plus souvent à la maison,Yoruba,5395
1014,Pays,Canada,Langue parlée le plus souvent à la maison,"Langues nigéro-congolaises, n.i.a.",2720
1016,Pays,Canada,Langue parlée le plus souvent à la maison,Dinka,900
1017,Pays,Canada,Langue parlée le plus souvent à la maison,Nuer,645
1018,Pays,Canada,Langue parlée le plus souvent à la maison,"Langues nilo-sahariennes, n.i.a.",1465
1019,Pays,Canada,Langue parlée le plus souvent à la maison,"Africain, n.d.a.",140
1021,Pays,Canada,Langue parlée le plus souvent à la maison,Langue des signes américaine,8175
1022,Pays,Canada,Langue parlée le plus souvent à la maison,Langue des signes québécoise,1475
1026,Pays,Canada,Langue parlée le plus souvent à la maison,Hakka,3625
1027,Pays,Canada,Langue parlée le plus souvent à la maison,Mandarin,530945
1028,Pays,Canada,Langue parlée le plus souvent à la maison,Min dong,775
1029,Pays,Canada,Langue parlée le plus souvent à la maison,"Min nan (chaochow, teochow, fou-kien, taïwanais)",13945
1030,Pays,Canada,Langue parlée le plus souvent à la maison,Wu (shanghaïen),5750
1031,Pays,Canada,Langue parlée le plus souvent à la maison,Yue (cantonais),393430
1032,Pays,Canada,Langue parlée le plus souvent à la maison,"Chinois, n.d.a.",6985
1033,Pays,Canada,Langue parlée le plus souvent à la maison,"Langues chinoises, n.i.a.",225
1035,Pays,Canada,Langue parlée le plus souvent à la maison,Birman,2075
1038,Pays,Canada,Langue parlée le plus souvent à la maison,Karen s’gaw,2960
1039,Pays,Canada,Langue parlée le plus souvent à la maison,"Langues karéniques, n.i.a.",440
1040,Pays,Canada,Langue parlée le plus souvent à la maison,Tibétain,5395
1041,Pays,Canada,Langue parlée le plus souvent à la maison,"Langues tibéto-birmanes, n.i.a.",465
1042,Pays,Canada,Langue parlée le plus souvent à la maison,"Langues sino-tibétaines, n.i.a.",290
1044,Pays,Canada,Langue parlée le plus souvent à la maison,Lao,5955
1045,Pays,Canada,Langue parlée le plus souvent à la maison,Thaï,3955
1046,Pays,Canada,Langue parlée le plus souvent à la maison,"Langues taï-kadaï, n.i.a.",210
1048,Pays,Canada,Langue parlée le plus souvent à la maison,Azerbaïdjanais,2200
1049,Pays,Canada,Langue parlée le plus souvent à la maison,Kazakh,105
1050,Pays,Canada,Langue parlée le plus souvent à la maison,Turc,27970
1051,Pays,Canada,Langue parlée le plus souvent à la maison,Ouïghour,850
1052,Pays,Canada,Langue parlée le plus souvent à la maison,Ouzbek,950
1053,Pays,Canada,Langue parlée le plus souvent à la maison,"Langues turques, n.i.a.",410
1055,Pays,Canada,Langue parlée le plus souvent à la maison,Estonien,615
1056,Pays,Canada,Langue parlée le plus souvent à la maison,Finnois,1880
1057,Pays,Canada,Langue parlée le plus souvent à la maison,Hongrois,16295
1058,Pays,Canada,Langue parlée le plus souvent à la maison,"Autres langues, n.i.a.",390
1060,Pays,Canada,Langue parlée le plus souvent à la maison,Français et anglais,230955
1061,Pays,Canada,Langue parlée le plus souvent à la maison,Anglais et langue(s) non officielle(s),1123355
1062,Pays,Canada,Langue parlée le plus souvent à la maison,Français et langue(s) non officielle(s),125525
1063,Pays,Canada,Langue parlée le plus souvent à la maison,"Français, anglais et langue(s) non officielle(s)",56805
1064,Pays,Canada,Langue parlée le plus souvent à la maison,Langues non officielles multiples,26705
2295,Pays,Canada,Langue utilisée le plus souvent au travail,Anglais,15879850
2296,Pays,Canada,Langue utilisée le plus souvent au travail,Français,3986330
2300,Pays,Canada,Langue utilisée le plus souvent au travail,Pied-noir,60
2302,Pays,Canada,Langue utilisée le plus souvent au travail,Atikamekw,1015
2304,Pays,Canada,Langue utilisée le plus souvent au travail,Ililimowin (cri de Moose),0
2305,Pays,Canada,Langue utilisée le plus souvent au travail,Inu Ayimun (cri du Sud-Est),110
2306,Pays,Canada,Langue utilisée le plus souvent au travail,Iyiyiw-Ayimiwin (cri du Nord-Est),765
2307,Pays,Canada,Langue utilisée le plus souvent au travail,Nehinawewin (cri des marais),80
2308,Pays,Canada,Langue utilisée le plus souvent au travail,Nehiyawewin (cri des plaines),190
2309,Pays,Canada,Langue utilisée le plus souvent au travail,Nihithawiwin (cri des bois),140
2310,Pays,Canada,Langue utilisée le plus souvent au travail,"Cri, n.d.a.",4695
2311,Pays,Canada,Langue utilisée le plus souvent au travail,Innu (montagnais),1955
2312,Pays,Canada,Langue utilisée le plus souvent au travail,Naskapi,155
2314,Pays,Canada,Langue utilisée le plus souvent au travail,Mi'kmaq,825
2315,Pays,Canada,Langue utilisée le plus souvent au travail,Wolastoqewi (malécite),10
2317,Pays,Canada,Langue utilisée le plus souvent au travail,Anicinabemowin (algonquin),20
2318,Pays,Canada,Langue utilisée le plus souvent au travail,Oji-cri,875
2320,Pays,Canada,Langue utilisée le plus souvent au travail,Anishinaabemowin (chippewa),40
2322,Pays,Canada,Langue utilisée le plus souvent au travail,Saulteaux (ojibwé occidental),40
2323,Pays,Canada,Langue utilisée le plus souvent au travail,"Ojibwé, n.d.a.",610
2324,Pays,Canada,Langue utilisée le plus souvent au travail,"Langues algonquiennes, n.i.a.",0
2327,Pays,Canada,Langue utilisée le plus souvent au travail,Dakelh (porteur),20
2328,Pays,Canada,Langue utilisée le plus souvent au travail,Dane-zaa (castor),0
2329,Pays,Canada,Langue utilisée le plus souvent au travail,"Déné, n.d.a.",535
2330,Pays,Canada,Langue utilisée le plus souvent au travail,Gwich'in,0
2332,Pays,Canada,Langue utilisée le plus souvent au travail,Deh Gah Ghotie Zhatie (esclave du Sud),35
2333,Pays,Canada,Langue utilisée le plus souvent au travail,Satuotine Yati (esclave du Nord),25
2334,Pays,Canada,Langue utilisée le plus souvent au travail,"Esclave, n.d.a.",100
2336,Pays,Canada,Langue utilisée le plus souvent au travail,Tlicho (flanc-de-chien),130
2337,Pays,Canada,Langue utilisée le plus souvent au travail,Tse'khene (sekani),0
2338,Pays,Canada,Langue utilisée le plus souvent au travail,Tsilhqot'in (chilcotin),30
2339,Pays,Canada,Langue utilisée le plus souvent au travail,Tsuu T'ina (sarsi),0
2341,Pays,Canada,Langue utilisée le plus souvent au travail,Tutchone du Nord,0
2342,Pays,Canada,Langue utilisée le plus souvent au travail,Tutchone du Sud,0
2343,Pays,Canada,Langue utilisée le plus souvent au travail,"Tutchone, n.d.a.",0
2344,Pays,Canada,Langue utilisée le plus souvent au travail,Wetsuwet'en-babine,0
2345,Pays,Canada,Langue utilisée le plus souvent au travail,Tlingit,10
2346,Pays,Canada,Langue utilisée le plus souvent au travail,"Langues athabascanes, n.i.a.",0
2347,Pays,Canada,Langue utilisée le plus souvent au travail,Haïda,0
2350,Pays,Canada,Langue utilisée le plus souvent au travail,Inuinnaqtun,15
2351,Pays,Canada,Langue utilisée le plus souvent au travail,Inuvialuktun,10
2352,Pays,Canada,Langue utilisée le plus souvent au travail,Inuktitut,6605
2353,Pays,Canada,Langue utilisée le plus souvent au travail,"Langues inuktutes (inuites), n.i.a.",0
2355,Pays,Canada,Langue utilisée le plus souvent au travail,Mohawk,30
2356,Pays,Canada,Langue utilisée le plus souvent au travail,Oneida,0
2357,Pays,Canada,Langue utilisée le plus souvent au travail,"Langues iroquoiennes, n.i.a.",0
2358,Pays,Canada,Langue utilisée le plus souvent au travail,Ktunaxa (kutenai),10
2359,Pays,Canada,Langue utilisée le plus souvent au travail,Michif,25
2361,Pays,Canada,Langue utilisée le plus souvent au travail,Halkomelem,35
2362,Pays,Canada,Langue utilisée le plus souvent au travail,Lillooet,0
2363,Pays,Canada,Langue utilisée le plus souvent au travail,Ntlakapamux (thompson),0
2364,Pays,Canada,Langue utilisée le plus souvent au travail,Secwepemctsin (shuswap),30
2365,Pays,Canada,Langue utilisée le plus souvent au travail,Squamish,10
2366,Pays,Canada,Langue utilisée le plus souvent au travail,Straits,0
2367,Pays,Canada,Langue utilisée le plus souvent au travail,Syilx (okanagan),20
2368,Pays,Canada,Langue utilisée le plus souvent au travail,"Langues salishennes, n.i.a.",15
2370,Pays,Canada,Langue utilisée le plus souvent au travail,Assiniboine,0
2371,Pays,Canada,Langue utilisée le plus souvent au travail,Dakota,10
2372,Pays,Canada,Langue utilisée le plus souvent au travail,Stoney,15
2373,Pays,Canada,Langue utilisée le plus souvent au travail,"Langues siouennes, n.i.a.",0
2375,Pays,Canada,Langue utilisée le plus souvent au travail,Gitxsan (gitksan),20
2376,Pays,Canada,Langue utilisée le plus souvent au travail,Nisga'a,10
2377,Pays,Canada,Langue utilisée le plus souvent au travail,Tsimshian,15
2379,Pays,Canada,Langue utilisée le plus souvent au travail,Haisla,0
2380,Pays,Canada,Langue utilisée le plus souvent au travail,Heiltsuk,10
2381,Pays,Canada,Langue utilisée le plus souvent au travail,Kwak'wala (kwakiutl),15
2382,Pays,Canada,Langue utilisée le plus souvent au travail,Nuu-chah-nulth (nootka),15
2383,Pays,Canada,Langue utilisée le plus souvent au travail,"Langues wakashanes, n.i.a.",0
2384,Pays,Canada,Langue utilisée le plus souvent au travail,"Langues autochtones, n.i.a.",10
2385,Pays,Canada,Langue utilisée le plus souvent au travail,"Langues autochtones, n.d.a.",10
2389,Pays,Canada,Langue utilisée le plus souvent au travail,Kabyle,30
2390,Pays,Canada,Langue utilisée le plus souvent au travail,Tamazight,0
2391,Pays,Canada,Langue utilisée le plus souvent au travail,"Langues berbères, n.i.a.",0
2393,Pays,Canada,Langue utilisée le plus souvent au travail,Copte,0
2395,Pays,Canada,Langue utilisée le plus souvent au travail,Bilen,10
2396,Pays,Canada,Langue utilisée le plus souvent au travail,Oromo,40
2397,Pays,Canada,Langue utilisée le plus souvent au travail,Somali,365
2398,Pays,Canada,Langue utilisée le plus souvent au travail,"Langues couchitiques, n.i.a.",0
2400,Pays,Canada,Langue utilisée le plus souvent au travail,Amharique,215
2401,Pays,Canada,Langue utilisée le plus souvent au travail,Arabe,7190
2403,Pays,Canada,Langue utilisée le plus souvent au travail,Assyrien néo-araméen,330
2404,Pays,Canada,Langue utilisée le plus souvent au travail,Chaldéen néo-araméen,90
2405,Pays,Canada,Langue utilisée le plus souvent au travail,"Araméen, n.d.a.",40
2406,Pays,Canada,Langue utilisée le plus souvent au travail,Hébreu,585
2407,Pays,Canada,Langue utilisée le plus souvent au travail,Tigrigna,325
2408,Pays,Canada,Langue utilisée le plus souvent au travail,"Langues sémitiques, n.i.a.",20
2410,Pays,Canada,Langue utilisée le plus souvent au travail,Khmer (cambodgien),495
2411,Pays,Canada,Langue utilisée le plus souvent au travail,Vietnamien,9260
2412,Pays,Canada,Langue utilisée le plus souvent au travail,"Langues austro-asiatiques, n.i.a.",15
2414,Pays,Canada,Langue utilisée le plus souvent au travail,Bicol,0
2415,Pays,Canada,Langue utilisée le plus souvent au travail,"Bisaya, n.d.a.",45
2416,Pays,Canada,Langue utilisée le plus souvent au travail,Cebuano,95
2417,Pays,Canada,Langue utilisée le plus souvent au travail,Hiligaïnon,15
2418,Pays,Canada,Langue utilisée le plus souvent au travail,Ilocano,165
2419,Pays,Canada,Langue utilisée le plus souvent au travail,Indonésien,170
2420,Pays,Canada,Langue utilisée le plus souvent au travail,Kankanaey,0
2422,Pays,Canada,Langue utilisée le plus souvent au travail,Malais,0
2423,Pays,Canada,Langue utilisée le plus souvent au travail,"Pampangan (kapampangan, pampango)",15
2424,Pays,Canada,Langue utilisée le plus souvent au travail,Pangasinan,0
2425,Pays,Canada,Langue utilisée le plus souvent au travail,"Tagalog (pilipino, filipino)",4205
2426,Pays,Canada,Langue utilisée le plus souvent au travail,"Langues austronésiennes, n.i.a.",50
2428,Pays,Canada,Langue utilisée le plus souvent au travail,Créole haïtien,375
2429,Pays,Canada,Langue utilisée le plus souvent au travail,Créole jamaïcain anglais,0
2430,Pays,Canada,Langue utilisée le plus souvent au travail,Mauricien,0
2431,Pays,Canada,Langue utilisée le plus souvent au travail,"Créole, n.d.a.",0
