# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  4 15:47:49 2023
#
# COLUMN star_name:      Star Name
# COLUMN hip_name:       HIP Name
# COLUMN hd_name:        HD Name
# COLUMN gj_name:        GJ Name
# COLUMN tm_name:        2MASS Name
# COLUMN st_exocatflag:  ExoCat List Flag
# COLUMN st_coronagflag: Exo-C List Flag
# COLUMN st_starshadeflag: Exo-S List Flag
# COLUMN st_wfirstflag:  WFIRST List Flag
# COLUMN st_lbtiflag:    LBTI List Flag
# COLUMN st_rvflag:      Known RV Data
# COLUMN st_ppnum:       Number of Planets in System
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_vmag:        V-band [mag]
# COLUMN st_vmagerr:     V-band Unc. [mag]
# COLUMN st_bmv:         B-V [mag]
# COLUMN st_bmverr:      B-V Unc. [mag]
# COLUMN st_spttype:     Spectral Type
# COLUMN st_lbol:        Stellar Bolometric Luminosity [Solar]
# COLUMN st_lbolerr:     Stellar Bolometric Luminosity Unc. [Solar]
#
star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_bmv,st_bmverr,st_spttype,st_lbol,st_lbolerr
HIP 3998,HIP 3998,HD 4913,GJ 39,2MASS J00512173+1844218,1,0,0,0,0,0,0,00h51m21.72s,12.840505,+18d44m23.6s,18.739901,21.37,0.66,-0.62,9.240,0.060,1.190,0.000,K2,0.150,0.150
HIP 4012,HIP 4012,,GJ 38,2MASS J00512963+5818071,1,0,0,0,0,0,0,00h51m28.10s,12.867071,+58d18m03.8s,58.301042,18.51,0.97,-0.88,10.660,0.010,1.360,0.020,M2,0.040,0.120
HIP 4022,HIP 4022,HD 4967,GJ 40 A,2MASS J00513400-2254361,1,0,0,0,0,0,0,00h51m33.63s,12.890132,-22d54m33.8s,-22.909395,15.63,0.32,-0.31,8.950,0.010,1.300,0.010,K5V,0.120,0.060
HIP 4067,HIP 4067,,,2MASS J00520936+0648108,1,0,0,0,0,0,0,00h52m09.34s,13.038921,+06d48m11.0s,6.803064,27.51,2.72,-2.27,11.800,0.020,1.470,0.030,K7,0.040,0.220
HIP 4148,HIP 4148,HD 5133,GJ 42,2MASS J00530108-3021249,1,0,0,0,0,0,0,00h53m00.72s,13.252982,-30d21m25.2s,-30.356991,14.17,0.14,-0.14,7.150,0.000,0.940,0.010,K2V,0.310,0.040
HIP 4151,HIP 4151,HD 5015,GJ 41,2MASS J00530419+6107262,1,1,0,0,0,0,0,00h53m04.28s,13.267831,+61d07m24.8s,61.123557,18.74,0.19,-0.19,4.800,0.010,0.540,0.010,F8V,3.660,0.050
HIP 4189,HIP 4189,,,2MASS J00532386-4114185,1,0,0,0,0,0,0,00h53m23.84s,13.349335,-41d14m16.8s,-41.237995,23.98,6.76,-4.32,11.910,0.010,1.540,0.010,M1V,0.030,0.550
HIP 4223,HIP 4223,,,2MASS J00535321+4556404,1,0,0,0,0,0,0,00h53m53.00s,13.470819,+45d56m39.8s,45.944400,26.81,1.71,-1.52,11.110,0.010,1.440,0.020,M2,0.060,0.160
HIP 4290,HIP 4290,HD 5294,GJ 42.1,2MASS J00545929+2406013,1,0,0,0,0,0,0,00h54m59.39s,13.747450,+24d06m02.5s,24.100707,29.06,0.59,-0.57,7.400,0.020,0.650,0.020,G5,0.840,0.120
HIP 4443,HIP 4443,,,2MASS J00565040-1135201,1,0,0,0,0,0,0,00h56m50.55s,14.210605,-11d35m17.7s,-11.588253,24.77,1.86,-1.62,11.120,0.010,1.470,0.010,,0.060,0.170
HIP 4454,HIP 4454,HD 5351,GJ 3066,2MASS J00570437+6902363,1,0,0,0,0,0,0,00h57m03.25s,14.263521,+69d02m38.5s,69.044022,24.45,0.50,-0.48,9.120,0.020,1.030,0.020,K4V,0.180,0.070
HIP 4468,HIP 4468,,,2MASS J00571629-5135048,1,0,0,0,0,0,0,00h57m16.17s,14.317388,-51d35m03.5s,-51.584299,29.14,1.86,-1.65,10.770,0.010,1.300,0.020,M0,0.090,0.150
HIP 4473,HIP 4473,HD 5633,GJ 45,2MASS J00571972-6214444,1,0,0,0,0,0,0,00h57m18.46s,14.326914,-62d14m45.3s,-62.245907,19.66,0.40,-0.39,9.500,0.000,1.300,0.010,M0V,0.110,0.050
HIP 4569,HIP 4569,,GJ 46,2MASS J00582789-2751251,1,0,0,0,0,0,0,00h58m27.08s,14.612827,-27d51m22.7s,-27.856305,12.35,0.51,-0.47,11.770,0.000,1.560,0.000,,0.020,0.130
HIP 4845,HIP 4845,,GJ 3072,2MASS J01022113-1025256,1,0,0,0,0,0,1,01h02m21.12s,15.587996,-10d25m24.3s,-10.423429,20.38,0.85,-0.78,9.990,0.010,1.400,0.010,K7V,0.090,0.100
HIP 4849 A,HIP 4849 A,HD 6101,GJ 3071,2MASS J01022459+0503413 A,1,0,0,0,0,0,0,01h02m24.37s,15.601554,+05d03m39.3s,5.060910,21.14,0.65,-0.62,8.130,0.010,1.040,0.010,K2V,0.330,0.070
HIP 4856,HIP 4856,,GJ 48,2MASS J01023213+7140475,1,0,0,0,0,0,0,01h02m28.99s,15.620804,+71d40m50.7s,71.680741,8.24,0.08,-0.08,9.980,0.040,1.500,0.060,M3.5e,0.030,0.110
Gl 49,HIP 4872,,GJ 49,2MASS J01023895+6220422,1,0,0,0,0,0,1,01h02m37.95s,15.658121,+62d20m41.4s,62.344828,9.96,0.20,-0.20,9.560,0.020,1.460,0.030,K5V...,0.050,0.110
HIP 4907,HIP 4907,HD 5996,,2MASS J01025720+6913374,1,0,0,0,0,0,0,01h02m56.85s,15.736892,+69d13m38.7s,69.227420,25.50,0.26,-0.25,7.670,0.000,0.760,0.010,G5,0.530,0.040
HIP 4927 A,HIP 4927 A,,GJ 1026 A,2MASS J01031408+2005523 A,1,0,0,0,0,0,0,01h03m13.74s,15.807243,+20d05m51.8s,20.097736,16.23,0.85,-0.77,11.360,0.010,1.600,0.010,M,0.040,0.160
HIP 4967,HIP 4967,,,2MASS J01034013+4051288,1,0,0,0,0,0,0,01h03m40.03s,15.916791,+40d51m30.7s,40.858523,29.90,2.25,-1.96,10.960,0.250,1.400,0.250,M,0.090,0.470
HIP 5027,HIP 5027,HD 6378,GJ 9036,2MASS J01042416-2536178,1,0,0,0,0,0,0,01h04m24.17s,16.100723,-25d36m15.2s,-25.604228,24.00,1.53,-1.36,9.780,0.000,1.190,0.010,K4/5V,0.110,0.140
HIP 5041,HIP 5041,,,2MASS J01043239+2607125,1,0,0,0,0,0,0,01h04m32.25s,16.134356,+26d07m12.5s,26.120141,29.28,1.54,-1.39,10.020,0.010,1.280,0.020,K5,0.140,0.130
HIP 5110 A,HIP 5110 A,HD 6440 A,GJ 9038 A,2MASS J01052991+1523247,1,0,0,0,0,0,0,01h05m29.91s,16.374623,+15d23m25.9s,15.390540,26.43,1.10,-1.02,9.120,0.060,1.100,0.060,K2V,0.210,0.150
HIP 5215,HIP 5215,,GJ 1030,2MASS J01064151+1516229,1,0,0,0,0,0,0,01h06m41.58s,16.673235,+15d16m24.3s,15.273414,22.11,1.16,-1.05,11.400,0.010,1.510,0.010,M3,0.050,0.150
HIP 5224,HIP 5224,HD 6673,GJ 52.1,2MASS J01064747-5059219,1,0,0,0,0,0,0,01h06m46.98s,16.695731,-50d59m22.1s,-50.989472,29.27,0.91,-0.85,8.840,0.010,0.930,0.010,K2V,0.280,0.070
HIP 5247,HIP 5247,,GJ 52,2MASS J01070794+6356284,1,0,0,0,0,0,0,01h07m06.14s,16.775601,+63d56m26.0s,63.940551,14.93,0.30,-0.29,9.000,0.000,1.290,0.010,K7V,0.110,0.050
HIP 5260,HIP 5260,,GJ 3074,2MASS J01071358-3225466,1,0,0,0,0,0,0,01h07m13.60s,16.806657,-32d25m45.5s,-32.429297,27.91,1.78,-1.58,10.810,0.190,1.400,0.010,,0.100,0.380
HIP 5286,HIP 5286,HD 6660,GJ 53.1 A,2MASS J01073785+2257189,1,0,0,0,0,0,0,01h07m37.81s,16.907538,+22d57m22.2s,22.956171,21.05,0.43,-0.41,8.360,0.010,1.140,0.010,K4V,0.260,0.060
HIP 5336,HIP 5336,HD 6582,GJ 53 A,2MASS J01081597+5455148 A,1,1,1,0,0,0,0,01h08m12.92s,17.053838,+54d55m27.2s,54.924228,7.55,0.08,-0.07,5.170,0.000,0.700,0.000,G5Vp,0.460,0.100
HIP 5369,HIP 5369,,GJ 53.2,2MASS J01084037+1714348,1,0,0,0,0,0,0,01h08m40.40s,17.168313,+17d14m38.5s,17.244020,28.06,1.17,-1.08,10.560,0.010,1.260,0.010,K6,0.090,0.100
HIP 5410,HIP 5410,,GJ 1032,2MASS J01091250-2441209,1,0,0,0,0,0,0,01h09m12.31s,17.301287,-24d41m21.1s,-24.689202,22.58,1.70,-1.48,12.250,0.010,1.530,0.010,M2V:,0.030,0.190
HIP 5496,HIP 5496,,GJ 54,2MASS J01102281-6726425,1,0,0,0,0,0,0,01h10m22.31s,17.592938,-67d26m46.8s,-67.446346,8.19,0.17,-0.16,9.820,0.010,1.540,0.010,K,0.040,0.110
HIP 5521,HIP 5521,HD 6963,,2MASS J01104192+4255547,1,0,0,0,0,0,0,01h10m42.03s,17.675115,+42d55m56.3s,42.932317,27.08,0.55,-0.53,7.660,0.020,0.730,0.020,K0,0.600,0.070
YZ Cet,HIP 5643,,GJ 54.1,2MASS J01123052-1659570,1,0,0,0,0,0,3,01h12m29.90s,18.124593,-17d00m01.9s,-17.000540,3.72,,,12.070,0.010,1.810,0.010,M4.0V,0.000,0.090
HIP 5663,HIP 5663,HD 7279,,2MASS J01124611-2514082,1,0,0,0,0,0,0,01h12m46.05s,18.191868,-25d14m08.3s,-25.235627,22.66,0.70,-0.66,9.550,0.060,1.270,0.000,K4V,0.140,0.150
HIP 5763,HIP 5763,,,2MASS J01135887+1629404,1,0,0,0,0,0,0,01h13m58.86s,18.495241,+16d29m40.8s,16.494657,29.27,1.22,-1.13,9.820,0.010,1.220,0.020,K5,0.160,0.100
HIP 5799,HIP 5799,HD 7439,GJ 54.2 A,2MASS J01142403-0755222,1,0,0,0,0,0,0,01h14m23.97s,18.599862,-07d55m24.6s,-7.923500,23.39,0.24,-0.23,5.140,0.020,0.450,0.020,F3V,4.090,0.100
HD 7449,HIP 5806,HD 7449,,2MASS J01142933-0502504,0,1,0,0,0,1,1,01h14m29.32s,18.622173,-05d02m50.6s,-5.047387,38.71,0.06,-0.06,7.483,0.011,0.594,0.019,G0 V,,
GJ 3082,HIP 5812,,GJ 3082,2MASS J01143421-5356316,1,0,0,0,0,0,1,01h14m34.09s,18.642060,-53d56m34.3s,-53.942870,16.56,0.51,-0.48,11.080,0.010,1.510,0.010,M4,0.030,0.230
HIP 5842 C,HIP 5842 C,HD 7693 C,GJ 55.1 A,2MASS J01150082-6849081 C,1,0,0,0,0,0,0,01h15m00.32s,18.751334,-68d49m08.7s,-68.819094,21.65,0.44,-0.42,7.240,0.010,0.980,0.010,K2V,0.530,0.060
HIP 5862,HIP 5862,HD 7570,GJ 55,2MASS J01151112-4531540,1,1,1,0,0,0,0,01h15m10.57s,18.794032,-45d31m55.5s,-45.532097,15.11,,,4.960,0.020,0.570,0.010,G0V,2.070,0.060
HIP 5896 A,HIP 5896 A,HD 7788,GJ 55.3 A,2MASS J01154602-6852331 A,1,0,0,0,0,0,0,01h15m45.50s,18.939564,-68d52m34.5s,-68.876237,20.96,0.21,-0.21,4.950,0.020,0.450,0.020,F5V,3.990,0.060
HIP 5938,HIP 5938,HD 7661,,2MASS J01162417-1205493,1,0,0,0,0,0,0,01h16m24.12s,19.100481,-12d05m49.2s,-12.096988,25.91,0.53,-0.51,7.550,0.020,0.770,0.020,K0V,0.620,0.070
HIP 5944,HIP 5944,HD 7590,,2MASS J01162926+4256219,1,0,0,0,0,0,0,01h16m29.34s,19.122261,+42d56m22.2s,42.939494,23.20,0.23,-0.23,6.590,0.020,0.580,0.020,G0,1.100,0.050
HIP 5957,HIP 5957,,GJ 55.2,2MASS J01163929+2519535,1,0,0,0,0,0,0,01h16m39.08s,19.162839,+25d19m54.2s,25.331728,23.64,0.98,-0.91,10.070,0.010,1.380,0.010,K5,0.110,0.110
HIP 5985,HIP 5985,HD 7727,,2MASS J01165898-0216446,1,0,0,0,0,0,0,01h16m58.86s,19.245229,-02d16m43.7s,-2.278818,29.88,0.30,-0.30,6.530,0.020,0.560,0.010,G2V,1.910,0.050
HIP 6005,HIP 6005,,GJ 1036,2MASS J01171538-3542569,1,0,0,0,0,0,0,01h17m15.34s,19.313929,-35d42m55.7s,-35.715474,16.21,1.03,-0.92,11.280,0.010,1.530,0.010,,0.030,0.160
HIP 6008,HIP 6008,,,2MASS J01171569-1315477,1,0,0,0,0,0,0,01h17m15.51s,19.314610,-13d15m47.9s,-13.263315,23.38,1.49,-1.32,10.800,0.000,1.450,0.010,M1,0.080,0.170
HIP 6069,HIP 6069,,GJ 3084,2MASS J01175325+0528256,1,0,0,0,0,0,0,01h17m53.20s,19.471663,+05d28m31.7s,5.475470,20.48,5.78,-3.69,11.020,0.000,1.480,0.010,M2V:,0.050,0.550
HIP 6097,HIP 6097,,GJ 56.1,2MASS J01181599-1253581,1,0,0,0,0,0,0,01h18m15.91s,19.566273,-12d53m53.5s,-12.898186,22.12,1.92,-1.64,11.800,0.010,1.470,0.010,M,0.040,0.210
HIP 6130,HIP 6130,HD 7895,GJ 56.3 A,2MASS J01184107-0052030,1,0,0,0,0,0,0,01h18m40.85s,19.670200,-00d52m01.1s,-0.866959,26.49,0.82,-0.77,8.000,0.010,0.780,0.020,K0V,0.450,0.070
HIP 6290,HIP 6290,,,2MASS J01204075+5719404,1,0,0,0,0,0,0,01h20m41.06s,20.171099,+57d19m36.7s,57.326850,20.09,0.84,-0.77,10.360,0.010,1.340,0.020,K6V:,0.060,0.110
HIP 6339,HIP 6339,,,2MASS J01212816+3120290,1,0,0,0,0,0,0,01h21m27.88s,20.366146,+31d20m29.9s,31.341651,28.42,0.88,-0.83,8.460,0.030,0.920,0.010,K2V,0.360,0.110
HIP 6342,HIP 6342,,,2MASS J01212932+2419500,1,0,0,0,0,0,0,01h21m29.16s,20.371509,+24d19m50.0s,24.330547,25.95,1.95,-1.70,10.700,0.010,1.420,0.020,M2,0.080,0.170
HIP 6344,HIP 6344,,GJ 56.4,2MASS J01213098+8009063,1,0,0,0,0,0,0,01h21m29.95s,20.374808,+80d09m07.2s,80.151994,23.87,0.49,-0.47,9.670,0.020,1.290,0.030,K8,0.130,0.080
HIP 6351,HIP 6351,,GJ 57,2MASS J01213447-4139226,1,0,0,0,0,0,0,01h21m33.63s,20.390109,-41d39m19.1s,-41.655295,16.71,0.52,-0.49,10.130,0.010,1.400,0.010,K5,0.060,0.070
HIP 6365,HIP 6365,,GJ 3090,2MASS J01214538-4642518,1,0,0,0,0,0,0,01h21m45.48s,20.439520,-46d42m51.1s,-46.714185,22.37,1.43,-1.27,11.400,0.010,1.490,0.010,M3,0.050,0.310
HD 7924,HIP 6379,HD 7924,GJ 56.5,2MASS J01215911+7642372,1,0,0,0,0,1,3,01h21m59.20s,20.496675,+76d42m37.3s,76.710368,16.81,0.17,-0.17,7.170,0.020,0.830,0.010,K0,0.390,0.050
HD 8326,HIP 6390,HD 8326,GJ 3091 A,2MASS J01220762-2653348,1,0,0,0,0,0,1,01h22m07.65s,20.531882,-26d53m33.2s,-26.892553,29.56,0.91,-0.86,8.760,0.030,0.970,0.010,K2V,0.310,0.100
HIP 6405,HIP 6405,HD 8262,,2MASS J01221778+1840576,1,0,0,0,0,0,0,01h22m17.53s,20.573059,+18d40m57.8s,18.682713,25.79,0.26,-0.26,6.970,0.020,0.630,0.010,G3V,0.980,0.050
HIP 6414,HIP 6414,,,2MASS J01222302-3312510,1,0,0,0,0,0,0,01h22m22.82s,20.595083,-33d12m48.6s,-33.213509,24.59,1.29,-1.17,10.300,0.010,1.300,0.020,,0.090,0.120
HIP 6537,HIP 6537,HD 8512,,2MASS J01240142-0810596,0,1,0,0,0,0,0,01h24m01.40s,21.005854,-08d10m59.7s,-8.183256,35.11,0.92,-0.98,3.590,,1.060,,K0 III,,
HIP 6626 A,HIP 6626 A,,GJ 1038,2MASS J01250179-3251041 A,1,0,0,0,0,0,0,01h25m01.65s,21.256876,-32d51m05.3s,-32.851480,25.14,1.05,-0.97,9.800,0.020,1.420,0.030,,0.180,0.110
HIP 6686,HIP 6686,HD 8538,GJ 58.1,2MASS J01254889+6014070,0,1,0,0,0,0,0,01h25m48.95s,21.453968,+60d14m07.0s,60.235283,30.48,0.56,-0.59,2.680,,0.130,,A5 IV,,
HIP 6706,HIP 6706,HD 8723,,2MASS J01261526+1910205,1,0,0,0,0,0,0,01h26m15.28s,21.563661,+19d10m20.4s,19.172321,25.21,0.25,-0.25,5.340,0.020,0.370,0.020,F2V:var,3.870,0.100
HIP 6762,HIP 6762,HD 8828,,2MASS J01270152-0009269,1,0,0,0,0,0,0,01h27m01.37s,21.755719,-00d09m24.2s,-0.156717,29.35,0.91,-0.85,7.930,0.020,0.740,0.010,G8V,0.560,0.090
HIP 6813,HIP 6813,HD 8799,,2MASS J01273935+4524243,1,0,0,0,0,0,0,01h27m39.09s,21.912855,+45d24m25.0s,45.406953,28.62,0.29,-0.28,4.820,0.020,0.420,0.010,F5IV,8.140,0.060
HIP 6917,HIP 6917,HD 8997,GJ 58.2,2MASS J01290489+2143234,1,0,0,0,0,0,0,01h29m04.61s,22.269209,+21d43m25.0s,21.723615,23.74,0.48,-0.47,7.740,0.010,0.970,0.010,K2V,0.530,0.050
HIP 7078,HIP 7078,HD 9021,,2MASS J01311375+7015526,1,0,0,0,0,0,0,01h31m13.52s,22.806327,+70d15m53.2s,70.264789,28.98,0.29,-0.29,5.820,0.020,0.460,0.020,F6V,3.370,0.110
HIP 7170,HIP 7170,,GJ 3098,2MASS J01322625-2154172,1,0,0,0,0,0,0,01h32m26.57s,23.110719,-21d54m10.7s,-21.902967,17.86,0.55,-0.52,11.160,0.010,1.510,0.010,,0.040,0.130
HIP 7235,HIP 7235,HD 9540,GJ 59 A,2MASS J01331578-2410405,1,0,0,0,0,0,0,01h33m15.63s,23.315145,-24d10m39.3s,-24.177574,19.05,0.19,-0.19,6.960,0.010,0.760,0.010,K0V,0.570,0.040
HIP 7276,HIP 7276,HD 9562,GJ 59.2,2MASS J01334282-0701311,1,0,0,0,0,0,0,01h33m42.73s,23.428054,-07d01m30.5s,-7.025143,29.52,0.30,-0.29,5.750,0.000,0.640,0.010,G3V,3.900,0.030
HIP 7339,HIP 7339,HD 9407,GJ 59.1,2MASS J01343317+6856535,1,0,0,0,0,1,0,01h34m33.88s,23.641163,+68d56m52.3s,68.947857,20.66,0.21,-0.20,6.520,0.020,0.690,0.000,G6V,0.970,0.040
HIP 7372 A,HIP 7372 A,HD 9770,GJ 60 A,2MASS J01350102-2954373 A,1,0,0,0,0,0,0,01h35m00.96s,23.753985,-29d54m38.0s,-29.910568,21.63,1.63,-1.42,7.100,0.010,0.930,0.010,K1V,0.790,0.160
ups And,HIP 7513,HD 9826,GJ 61 A,2MASS J01364784+4124200,1,1,1,0,1,1,3,01h36m47.98s,24.199904,+41d24m23.0s,41.406385,13.49,,,4.090,0.020,0.540,0.010,F8V,3.640,0.060
HIP 7554,HIP 7554,,GJ 3102,2MASS J01372081-4911443,1,0,0,0,0,0,0,01h37m20.38s,24.334905,-49d11m45.4s,-49.195941,22.49,0.70,-0.66,10.390,0.010,1.440,0.010,M:,0.090,0.090
HIP 7576,HIP 7576,HD 10008,,2MASS J01373545-0645375,1,0,0,0,0,0,0,01h37m35.37s,24.397357,-06d45m36.7s,-6.760186,23.95,0.49,-0.47,7.660,0.020,0.800,0.000,K0/1V,0.500,0.070
HIP 7585,HIP 7585,HD 9986,,2MASS J01374088+1204421,1,0,0,0,0,0,0,01h37m40.81s,24.420030,+12d04m42.1s,12.078366,25.63,0.52,-0.50,6.760,0.020,0.670,0.020,G5V,1.170,0.060
HIP 7601,HIP 7601,HD 10800,GJ 67.1,2MASS J01375558-8258296,1,0,0,0,0,0,0,01h37m54.98s,24.479084,-82d58m31.0s,-82.975289,27.38,0.28,-0.27,5.880,0.020,0.620,0.010,G1/2V,2.980,0.050
HIP 7646,HIP 7646,,GJ 3103,2MASS J01382998+0039059,1,0,0,0,0,0,0,01h38m29.64s,24.623497,+00d39m04.3s,0.651183,20.23,1.29,-1.15,11.560,0.010,1.520,0.010,K:,0.040,0.170
HIP 7734,HIP 7734,HD 10086,GJ 65.1,2MASS J01393600+4552401,1,0,0,0,0,0,0,01h39m35.84s,24.899317,+45d52m42.0s,45.878327,21.37,0.22,-0.21,6.610,0.020,0.690,0.000,G5IV,0.960,0.050
HIP 7748,HIP 7748,,,2MASS J01394569+7342324,1,0,0,0,0,0,0,01h39m45.42s,24.939238,+73d42m33.3s,73.709257,26.34,0.81,-0.77,9.830,0.060,1.180,0.060,,0.140,0.130
HIP 7751 B,HIP 7751 B,HD 10360,GJ 66 B,2MASS J01394755-5611471,1,0,1,0,0,0,0,01h39m47.24s,24.946846,-56d11m47.2s,-56.196441,7.82,0.16,-0.15,5.680,0.020,0.860,0.020,K0/4,0.340,0.110
HIP 7765,HIP 7765,HD 10182,,2MASS J01395610+1515336,1,0,0,0,0,0,0,01h39m55.99s,24.983271,+15d15m34.0s,15.259445,12.20,4.29,-2.52,9.090,0.050,1.250,0.050,K0,0.050,0.690
HIP 7918,HIP 7918,HD 10307,GJ 67,2MASS J01414714+4236483,1,1,1,1,0,0,0,01h41m46.52s,25.443815,+42d36m49.7s,42.613807,12.74,0.13,-0.13,4.960,0.000,0.620,0.000,G2V,1.490,0.050
HD 10647,HIP 7978,HD 10647,GJ 3109,2MASS J01422932-5344271,1,0,1,0,0,1,1,01h42m29.15s,25.621463,-53d44m26.1s,-53.740575,17.43,,,5.520,0.020,0.530,0.020,F8V,1.640,0.100
HIP 7981,HIP 7981,HD 10476,GJ 68,2MASS J01422977+2016073,1,1,1,1,1,1,0,01h42m29.95s,25.624791,+20d16m12.5s,20.270151,7.53,,,5.240,0.010,0.840,0.010,K1V,0.470,0.050
HIP 8014,HIP 8014,,GJ 3110,2MASS J01425576-4212124,1,0,0,0,0,0,0,01h42m55.27s,25.730299,-42d12m11.2s,-42.203109,23.35,1.49,-1.32,11.190,0.000,1.380,0.010,M:,0.050,0.130
HIP 8039,HIP 8039,HD 10611,,2MASS J01431432-2137111,1,0,0,0,0,0,0,01h43m14.30s,25.809568,-21d37m11.1s,-21.619746,29.05,1.53,-1.38,8.240,0.020,0.860,0.020,K0V,0.440,0.160
HIP 8043,HIP 8043,,GJ 3108,2MASS J01431592+2750315,1,0,0,0,0,0,0,01h43m15.61s,25.815040,+27d50m31.9s,27.842184,21.17,0.88,-0.81,10.400,0.010,1.460,0.020,K0,0.080,0.130
HIP 8051,HIP 8051,,GJ 70,2MASS J01432015+0419172,1,0,0,0,0,0,0,01h43m20.43s,25.835109,+04d19m24.7s,4.323515,11.41,0.23,-0.22,10.920,0.010,1.540,0.010,M2V:,0.020,0.110
HIP 8070,HIP 8070,HD 10436,GJ 69,2MASS J01434072+6349242,1,0,0,0,0,0,0,01h43m41.25s,25.921860,+63d49m29.3s,63.824815,13.58,0.14,-0.13,8.420,0.010,1.200,0.020,K5V,0.130,0.040
tau Cet,HIP 8102,HD 10700,GJ 71,2MASS J01440402-1556141,1,1,1,1,1,1,4,01h44m05.13s,26.021364,-15d56m22.4s,-15.939556,3.65,,,3.490,0.000,0.730,0.010,G8.5V,0.520,0.050
HIP 8190,HIP 8190,,,2MASS J01451820+4632077,1,0,0,0,0,0,0,01h45m17.88s,26.324513,+46d32m05.9s,46.534981,25.53,1.92,-1.67,11.420,0.010,1.330,0.020,M:,0.060,0.190
HIP 8195,HIP 8195,,,2MASS J01452133-3957204,1,0,0,0,0,0,0,01h45m21.11s,26.337974,-39d57m21.6s,-39.956000,29.55,2.22,-1.93,11.390,0.010,1.410,0.020,M1V,0.070,0.190
HIP 8209 A,HIP 8209 A,HD 10830,,2MASS J01453875-2503089,1,0,0,0,0,0,0,01h45m38.65s,26.411060,-25d03m08.8s,-25.052434,28.11,0.28,-0.28,5.290,0.000,0.400,0.010,F2IV,5.080,0.110
HIP 8275,HIP 8275,HD 10853,GJ 74,2MASS J01463871+1224424,1,0,0,0,0,0,0,01h46m38.70s,26.661244,+12d24m43.0s,12.411955,24.02,0.74,-0.70,8.910,0.000,1.040,0.000,K5,0.210,0.070
HIP 8356,HIP 8356,,,2MASS J01474167+2828540,1,0,0,0,0,0,0,01h47m41.68s,26.923656,+28d28m54.0s,28.481661,29.42,44.13,-11.03,10.210,0.050,0.210,0.050,,0.100,2.040
HIP 8362,HIP 8362,HD 10780,GJ 75,2MASS J01474488+6351090,1,0,1,0,1,1,0,01h47m44.06s,26.933601,+63d51m11.2s,63.853101,10.07,0.10,-0.10,5.630,0.010,0.800,0.010,K0V,0.550,0.050
HIP 8382,HIP 8382,,GJ 3114,2MASS J01480397+2112243,1,0,0,0,0,0,0,01h48m03.76s,27.015651,+21d12m26.2s,21.207268,20.38,1.53,-1.33,12.160,0.010,1.580,0.010,M2,0.030,0.460
HIP 8433,HIP 8433,HD 11007,GJ 3115,2MASS J01484160+3241239,1,0,0,0,0,0,0,01h48m41.68s,27.173661,+32d41m22.2s,32.689487,27.86,0.28,-0.28,5.780,0.020,0.560,0.020,F8V,3.360,0.050
HIP 8486,HIP 8486,HD 11131,GJ 9061 B,2MASS J01492335-1042125,1,0,0,0,0,0,0,01h49m23.43s,27.347624,-10d42m11.9s,-10.703316,22.56,1.70,-1.48,6.750,0.010,0.630,0.010,G0,0.920,0.190
HIP 8497,HIP 8497,HD 11171,GJ 9061 A,2MASS J01493510-1041110,1,1,0,0,0,0,0,01h49m35.19s,27.396630,-10d41m10.3s,-10.686181,23.19,0.23,-0.23,4.650,0.020,0.330,0.000,F0V,6.090,0.060
HIP 8514,HIP 8514,HD 11262,,2MASS J01494887-3824103,1,0,0,0,0,0,0,01h49m48.86s,27.453594,-38d24m12.5s,-38.403483,27.35,0.28,-0.27,6.370,0.020,0.500,0.020,F6V,1.850,0.050
HIP 8543,HIP 8543,HD 11130,,2MASS J01500788+2927525,1,0,0,0,0,0,0,01h50m07.90s,27.532933,+29d27m53.0s,29.464730,25.61,0.52,-0.50,8.060,0.020,0.770,0.020,K1V,0.400,0.070
HIP 8691,HIP 8691,,GJ 78,2MASS J01514865-1048120,1,0,0,0,0,0,0,01h51m48.35s,27.951454,-10d48m07.8s,-10.802159,16.57,0.87,-0.79,11.790,0.010,1.480,0.010,M4,0.020,0.150
HIP 8709,HIP 8709,,GJ 3121,2MASS J01520295+4700066,1,0,0,0,0,0,0,01h52m02.96s,28.012326,+47d00m05.6s,47.001551,15.50,0.82,-0.74,12.440,0.010,0.170,0.020,DAs,0.010,0.140
HIP 8768,HIP 8768,HD 11507,GJ 79,2MASS J01524908-2226055,1,0,0,0,0,0,0,01h52m48.64s,28.202663,-22d26m05.5s,-22.434855,11.01,0.11,-0.11,8.880,0.010,1.440,0.010,K5/M0V,0.090,0.050
