# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Jul 15 22:56:14 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_ratdor,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,1,3.87280000,0.042800,2.850,0.254,8.50000,0.02700,Msini,0.000000,,,0,,K7/M0 V,4324.00,0.69,0.70,-0.140,[Fe/H],-1.022,4.74,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695000,9.7000000,6.3050000,9.1067700
BD-06 1339 c,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,0,125.94000000,0.435000,8.380,0.747,53.00000,0.17000,Msini,0.310000,,,0,,K7/M0 V,4324.00,0.69,0.70,-0.140,[Fe/H],-1.022,4.74,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695000,9.7000000,6.3050000,9.1067700
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,0,5.60000000,0.060000,3.610,0.322,12.71320,0.04000,Msini,0.150000,,,0,,K3 V,4816.00,0.71,0.50,-0.060,[Fe/H],-0.626,4.43,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342000,9.8600000,7.3230000,9.5033100
BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,0,237.60000000,0.680000,12.500,1.110,104.00000,0.33000,Msini,0.190000,,,0,,K3 V,4746.00,0.72,0.74,-0.070,[Fe/H],-0.626,4.13,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342000,9.8600000,7.3230000,9.5033100
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,0,3.48777000,0.040000,14.100,1.260,187.51970,0.59000,Msini,0.020000,,,0,,K0 V,5393.00,0.91,1.47,0.380,[Fe/H],-0.191,4.69,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069000,10.0130000,8.1240000,9.8398100
BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014,La Silla Observatory,0,1634.00000000,2.360000,14.100,1.250,206.58950,0.65000,Msini,0.050000,,,0,,K7 V,4550.00,0.64,0.65,-0.350,[Fe/H],-0.804,4.64,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665000,10.0300000,6.8670000,9.4851100
BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020,Roque de los Muchachos Observatory,0,74.20000000,0.300000,4.040,0.360,15.37000,0.04836,Msini,0.400000,,,0,,K7V,4550.00,0.64,0.65,-0.350,[Fe/H],-0.804,4.64,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665000,10.0300000,6.8670000,9.4851100
BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007,La Silla Observatory,0,714.29999000,1.660000,12.500,1.110,3108.37740,9.78000,Msini,0.210000,,,0,,G5 IV/V,4545.00,19.17,2.12,-0.080,[Fe/H],2.043,2.20,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.2140000,10.0380000,7.1510000,9.6997100
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,0,655.60000000,1.340000,12.800,1.150,1620.90000,5.10000,Msini,0.540000,,,0,,K5 V,4714.00,0.69,0.74,-0.030,[Fe/H],-0.678,4.26,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603000,9.6200000,6.9140000,9.2011200
BD-210397 b,BD-210397,1,2,Radial Velocity,2023,La Silla Observatory,0,1891.00000000,2.630000,14.000,1.250,214.00000,0.70000,Msini,0.100000,0.02,,0,,K7 V,4059.00,0.74,0.68,0.120,[Fe/H],-0.870,4.67,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.7324000,9.8400000,6.5040000,9.2596200
BD-210397 c,BD-210397,1,2,Radial Velocity,2023,La Silla Observatory,0,6360.00000000,5.900000,13.300,1.180,759.00000,2.40000,Msini,0.100000,0.00,,0,,K7 V,4059.00,0.74,0.68,0.120,[Fe/H],-0.870,4.67,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.7324000,9.8400000,6.5040000,9.2596200
CD Cet b,CD Cet,1,1,Radial Velocity,2020,Calar Alto Observatory,0,2.29070000,0.018500,1.820,0.162,3.95000,0.01243,Msini,,8.60,464,0,,M5.0 V,3130.00,0.17,0.16,0.130,[Fe/H],-2.533,4.93,03h13m24.72s,48.3530155,+04d46m30.68s,4.7751881,8.6071500,13.9500000,7.8330000,12.1232000
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011,W. M. Keck Observatory,0,10037.50000000,2.600000,12.400,1.110,3337.10000,10.50000,Mass,,,370,0,,,580.50,,0.02,,,,4.72,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,23.1000000,,,
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,Imaging,2021,Hubble Space Telescope,0,8040000.00000000,200.000000,20.849,1.860,2479.06157,7.80000,Mass,,,1800,0,,M9-L1,2320.00,0.24,0.01,,,-2.850,3.85,16h27m44.23s,246.9342770,-23d58m52.14s,-23.9811500,,,14.5930000,
CHXR 73 b,CHXR 73,1,1,Imaging,2006,Hubble Space Telescope,0,,210.000000,12.300,1.100,3994.48600,12.56900,Mass,,,,0,,M3.5,3099.00,,0.35,,,,,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,190.3740000,,10.7030000,17.2934000
CI Tau b,CI Tau,1,1,Radial Velocity,2019,Multiple Observatories,0,8.98910000,,12.400,1.110,3686.82800,11.60000,Mass,0.250000,,,0,,K7,3807.00,1.88,0.90,,,-0.108,,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,157.9980000,13.6420000,7.7930000,12.1454000
COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021,NASA Infrared Telescope Facility (IRTF),0,402000000.00000000,7506.000000,12.442,1.110,2002.31896,6.30000,Mass,,,434,0,,M3 V,3406.00,0.39,0.37,0.000,[Fe/H],-1.732,4.83,07h49m12.22s,117.3009140,-76d42m09.71s,-76.7026960,10.8864000,11.2980000,6.5790000,10.1460000
CT Cha b,CT Cha,1,1,Imaging,2007,Paranal Observatory,0,,440.000000,24.660,2.200,5403.00000,17.00000,Mass,,,2600,0,,K5e,4403.00,1.68,,-0.560,[Fe/H],-0.102,3.66,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,190.7200000,12.3350000,8.6610000,11.7733000
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,0,1.50895570,0.027520,16.700,1.490,327.35000,1.03000,Mass,0.000000,2852.63,1898,0,4.920000,G0 V,5950.00,1.11,0.95,-0.300,[M/H],0.298,4.25,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.9090000,13.6230000,12.1490000,13.4570000
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,0,13.24060000,0.105500,10.870,0.970,874.00000,2.75000,Mass,0.530000,,600,0,31.330000,K1 V,5075.00,0.79,0.89,0.260,[Fe/H],-0.726,4.65,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.3860000,15.2930000,11.7820000,14.6645000
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,0,2.99433000,0.043600,16.030,1.430,740.51000,2.33000,Mass,0.000000,,1657,0,6.890000,F6 V,6440.00,1.37,1.27,-0.030,[Fe/H],0.378,4.22,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.0370000,12.8970000,11.2480000,12.8410000
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,0,2.82804200,0.040160,16.140,1.440,291.43800,0.91700,Mass,0.070000,661.13,1442,0,8.097200,,5675.00,1.12,1.08,0.160,[Fe/H],0.070,4.38,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.3700000,15.5880000,13.5570000,15.3453000
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,0,4.03519000,0.051000,9.920,0.885,415.70400,1.30800,Mass,0.000000,546.53,1700,0,10.810000,G0 V,5945.00,1.01,1.09,0.010,[Fe/H],0.073,4.46,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.9300000,15.0050000,13.3760000,14.9147000
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,0,1.51214000,0.027000,12.220,1.090,2415.40000,7.60000,Mass,0.000000,,1952,0,4.780000,F9 V,6035.00,1.21,1.13,0.050,[Fe/H],0.119,4.35,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6000000,15.9320000,13.8060000,15.8116000
CoRoT-16 b,CoRoT-16,1,1,Transit,2011,CoRoT,0,5.35227000,0.061800,13.110,1.170,170.03200,0.53500,Mass,0.330000,,,0,11.200000,G5 V,5650.00,1.19,1.10,0.190,[M/H],-0.435,4.36,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,732.4090000,16.0520000,12.8470000,15.6507000
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,0,3.76810000,0.046100,11.430,1.020,772.29000,2.43000,Mass,0.000000,,1626,0,6.230000,G2 V,5740.00,1.59,1.04,0.000,[Fe/H],0.134,4.40,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880,1176.1200000,16.2900000,12.4720000,15.4368000
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,0,1.90006930,0.029500,14.680,1.310,1102.82000,3.47000,Mass,0.080000,823.70,1550,0,6.350000,G9 V,5440.00,1.00,0.95,-0.100,[Fe/H],-0.170,4.40,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.8890000,14.8680000,13.0140000,14.8009000
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,0,3.89713000,0.051800,14.460,1.290,352.78000,1.11000,Mass,0.047000,1103.81,2000,0,6.700000,F9 V,6090.00,1.65,1.21,-0.020,[Fe/H],0.544,4.07,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.6630000,14.1350000,11.8370000,13.7831000
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,0,1.74299350,0.027980,16.432,1.466,1102.82000,3.47000,Mass,0.014300,932.91,1521,1,6.765900,,5625.00,0.91,0.96,0.040,[Fe/H],-0.131,4.53,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000,12.5160000,10.3100000,12.2489000
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,0,9.24285000,0.090000,9.416,0.840,1366.66900,4.30000,Mass,0.590000,180.87,1024,0,18.950000,G2 V,5880.00,1.02,1.14,0.140,,0.170,4.35,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,14.6300000,12.5130000,14.4686000
CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018,Multiple Observatories,0,1675.00000000,2.900000,12.200,1.090,5403.11000,17.00000,Msini,0.600000,,,0,,G2 V,4947.50,1.37,1.14,0.140,,0.006,4.35,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,14.6300000,12.5130000,14.4686000
CoRoT-21 b,CoRoT-21,1,1,Transit,2012,CoRoT,0,2.72474000,0.041700,14.572,1.300,718.29580,2.26000,Mass,0.000000,,,0,4.600000,F8 IV,6200.00,1.95,1.29,0.000,[Fe/H],0.705,3.70,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,1398.8341969,16.0580000,13.8130000,15.8558000
CoRoT-22 b,CoRoT-22,1,1,Transit,2014,CoRoT,0,9.75598000,0.092000,4.880,0.435,12.20000,0.03800,Mass,0.077000,,885,0,17.300000,G3 V,5939.00,1.14,1.10,0.170,[Fe/H],0.014,4.36,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.1580000,13.8200000,11.9880000,13.7305000
CoRoT-23 b,CoRoT-23,1,1,Transit,2011,CoRoT,0,3.63130000,0.048000,11.770,1.050,889.90000,2.80000,Mass,0.160000,,1660,0,6.850000,G0 V,5900.00,1.61,1.14,0.050,[Fe/H],0.087,4.30,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000,15.6750000,12.3640000,15.0681000
CoRoT-24 b,CoRoT-24,1,2,Transit,2014,CoRoT,0,5.11340000,0.056000,3.700,0.330,5.70000,0.01800,Mass,0.000000,,1070,0,10.900000,K1 V,4950.00,0.86,0.91,0.300,[Fe/H],-0.601,4.55,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,15.3830000,12.9240000,15.1801000
CoRoT-24 c,CoRoT-24,1,2,Transit,2014,CoRoT,0,11.75900000,0.098000,5.000,0.440,28.00000,0.08800,Mass,0.000000,,850,0,18.000000,K1 V,4950.00,0.86,0.91,0.300,[Fe/H],-0.601,4.55,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,15.3830000,12.9240000,15.1801000
CoRoT-25 b,CoRoT-25,1,1,Transit,2013,CoRoT,0,4.86069000,0.057800,12.110,1.080,85.81000,0.27000,Mass,0.000000,,1330,0,10.200000,F9,6040.00,1.19,1.09,-0.010,[Fe/H],0.141,4.31,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.4800000,14.7900000,12.8460000,14.7110000
CoRoT-26 b,CoRoT-26,1,1,Transit,2013,CoRoT,0,4.20474000,0.052600,14.120,1.260,165.26000,0.52000,Mass,0.000000,,1600,0,6.280000,G5,5590.00,1.79,1.09,0.010,[Fe/H],0.451,3.99,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.1800000,15.8610000,13.2610000,15.4682000
CoRoT-27 b,CoRoT-27,1,1,Transit,2014,CoRoT,0,3.57532000,0.047600,11.287,1.007,3302.11000,10.39000,Mass,0.065000,,1500,0,9.480000,G2,5900.00,1.08,1.05,-0.100,[M/H],-0.166,4.40,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.2800000,15.7740000,12.9850000,15.3902000
CoRoT-28 b,CoRoT-28,1,1,Transit,2015,CoRoT,0,5.20851000,0.060300,10.705,0.955,153.82972,0.48400,Mass,0.047000,,,0,7.290000,G8/9 IV,5150.00,1.78,1.01,0.150,[Fe/H],0.388,3.60,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.1830000,13.7830000,11.0320000,13.4119000
CoRoT-29 b,CoRoT-29,1,1,Transit,2015,CoRoT,0,2.85057000,0.038600,10.088,0.900,270.15550,0.85000,Mass,0.082000,,,0,9.220000,K0 V,5260.00,0.90,0.97,0.200,[Fe/H],-0.094,4.30,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.5070000,15.4080000,13.0480000,15.2394000
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,0,4.25680000,0.057830,11.320,1.010,6883.91000,21.66000,Mass,0.000000,,1695,0,7.800000,F3 V,6740.00,1.56,1.37,0.140,[Fe/H],0.391,4.22,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.7710000,13.4480000,11.6180000,13.2188000
CoRoT-30 b,CoRoT-30,1,1,Transit,2020,CoRoT,0,9.06005000,0.084400,11.310,1.009,921.70700,2.90000,Mass,0.007000,,,0,21.000000,G3 V,5650.00,0.91,0.98,0.020,[Fe/H],-0.197,4.40,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.2300000,15.5710000,13.5620000,15.4130000
CoRoT-31 b,CoRoT-31,1,1,Transit,2020,CoRoT,0,4.62941000,0.058600,16.365,1.460,266.97720,0.84000,Mass,0.020000,,,0,7.200000,G2 IV,5700.00,2.15,1.25,0.000,[Fe/H],0.398,3.85,06h19m16.98s,94.8207350,-04d25m20.27s,-4.4222978,2005.7600000,15.4790000,13.4260000,15.4655000
CoRoT-35 b,CoRoT-35,1,1,Transit,2022,CoRoT,0,3.22748000,0.042900,18.831,1.680,349.61125,1.10000,Mass,0.000000,,1747,1,,F6 V,6390.00,1.65,1.01,-0.500,[Fe/H],0.362,4.01,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.2100000,15.6350000,12.9350000,15.2625000
CoRoT-36 b,CoRoT-36,1,1,Transit,2022,CoRoT,0,5.61653100,0.066000,15.805,1.410,216.12332,0.68000,Mass,0.000000,,1567,0,,F3 V,6730.00,1.52,1.32,-0.100,[Fe/H],0.813,4.16,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.9580000,13.1260000,11.5920000,12.9515000
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,CoRoT,0,9.20205000,0.090000,13.340,1.190,228.83000,0.72000,Mass,0.000000,203.95,1074,0,17.360000,,6190.00,1.17,1.16,0.050,,0.185,4.41,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000,13.6520000,12.2880000,13.5613000
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,0,4.03789620,0.049470,15.558,1.388,148.42000,0.46700,Mass,0.090000,786.29,1438,0,9.540000,F9 V,6100.00,1.19,1.00,-0.250,[M/H],0.180,4.19,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000,14.0430000,12.5460000,13.9021000
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,CoRoT,0,8.88659300,0.085500,13.068,1.166,940.74000,2.96000,Mass,0.100000,,1017,0,17.940000,F9 V,6090.00,1.03,1.05,-0.200,[Fe/H],0.026,4.43,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.2940000,13.9610000,12.1190000,13.7459000
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0,0.85359163,0.017016,1.681,0.150,4.07661,0.01283,Mass,0.000000,,1756,0,4.260000,G9 V,5275.00,0.83,0.82,0.050,[Fe/H],-0.289,4.50,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,11.7280000,9.8060000,11.5239000
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009,CoRoT,0,3.69800000,0.046000,2.830,0.253,8.40000,0.02643,Mass,0.000000,,,0,,G9 V,5256.00,0.86,0.90,0.060,[M/H],-0.289,4.52,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,11.7280000,9.8060000,11.5239000
CoRoT-7 d,CoRoT-7,1,3,Radial Velocity,2022,La Silla Observatory,0,8.96600000,,4.310,0.384,17.14200,0.05393,Mass,,,,0,,G9 V,5250.00,0.84,0.92,0.020,[Fe/H],-0.292,4.57,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,11.7280000,9.8060000,11.5239000
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,CoRoT,0,6.21229000,0.063000,6.390,0.570,69.92000,0.22000,Mass,0.000000,,870,0,17.600000,K1 V,5080.00,0.77,0.88,0.300,[M/H],-0.400,4.58,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000,14.7920000,11.4630000,14.2195000
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,0,95.27265600,0.402100,11.949,1.066,266.97720,0.84000,Mass,0.133000,,420,0,89.900000,G3 V,5625.00,0.96,0.96,-0.010,[Fe/H],-0.254,4.54,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.9800000,13.6370000,11.6880000,13.5008000
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,CoRoT,0,6.71837000,0.071000,6.389,0.570,47.67450,0.15000,Mass,,132.26,938,0,11.690000,G0 VI,5970.00,0.79,1.08,0.000,[Fe/H],-0.155,4.67,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.6830000,13.6260000,12.1930000,13.5867000
DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018,Multiple Facilities,0,4098.10000000,5.750000,12.400,1.100,3823.27330,12.02930,Msin(i)/sin(i),0.000000,,,0,,,3579.00,0.42,0.51,,,-1.574,4.80,13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449,30.5225000,12.9560000,8.5550000,11.9752000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013,Paranal Observatory,0,246.36000000,0.360000,11.900,1.060,9057.77000,28.50000,Mass,0.345000,,,0,,L1.5,,,0.07,,,,,08h23m02.90s,125.7620668,-49d12m01.08s,-49.2003008,20.7700000,,12.0620000,18.5577000
DH Tau b,DH Tau,1,1,Imaging,2004,Subaru Telescope,0,,330.000000,30.264,2.700,3496.00000,11.00000,Mass,,,2200,0,,M0.5,4371.00,0.27,0.33,,,-0.212,4.00,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,134.8460000,13.9800000,8.1780010,12.4961000
DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,18.57000000,0.146200,5.290,0.472,24.27000,0.07636,Msini,0.083000,,877,0,,F8 V,6196.00,1.26,1.21,,,0.320,4.41,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,7.9800000,6.6900000,7.8503200
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,6.58400000,0.073300,3.060,0.273,9.60000,0.03020,Msini,0.057000,,1239,0,,F8 V,6196.00,1.26,1.21,,,0.320,4.41,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,7.9800000,6.6900000,7.8503200
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,2.88200000,0.042200,1.650,0.147,3.35000,0.01054,Msini,0.070000,,1632,0,,F8 V,6196.00,1.26,1.21,,,0.320,4.41,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,7.9800000,6.6900000,7.8503200
DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,5.51600000,0.065100,1.860,0.166,4.13000,0.01299,Msini,0.070000,,1314,0,,F8 V,6196.00,1.26,1.21,,,0.320,4.41,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,7.9800000,6.6900000,7.8503200
DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019,Multiple Facilities,0,5.20720000,0.066400,14.300,1.280,138.89171,0.43700,Msini,0.078000,,1000,0,,F5 V,6500.00,1.78,1.44,,,0.104,4.10,01h49m37.86s,27.4077310,-34d27m32.75s,-34.4590985,137.9400000,8.5700000,7.4370000,8.4582400
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,La Silla Observatory,0,6.67320000,0.066200,1.410,0.126,2.58000,0.00812,Msini,0.140000,,854,0,,K0 V,5138.00,0.91,0.87,0.180,[Fe/H],-0.293,4.30,06h06m29.85s,91.6243820,-72d30m45.6s,-72.5126648,45.2300000,9.0660000,7.0610000,8.8542980
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,0,10220.00000000,8.190000,12.700,1.140,1995.88832,6.28000,Mass,0.390000,,,0,,,13500.00,0.01,0.69,,,-2.400,,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717,305.6840000,18.6837000,,18.6333000
DS Tuc A b,DS Tuc A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,8.13826800,,5.700,0.509,413.17900,1.30000,Mass,0.000000,115.83,850,0,20.350000,G6 V,5428.00,0.96,1.01,0.000,,-0.140,4.60,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.0622000,8.1700000,6.6760000,8.3192600
EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020,K2,0,6.79870000,0.034900,1.047,0.093,1.15000,0.00360,M-R relationship,0.000000,,,0,,,3648.00,0.28,0.29,-0.048,[Fe/H],-1.900,5.00,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,134.0000000,17.6984000,12.6190000,16.4386000
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,K2,0,28.16560000,,1.870,0.167,4.16000,0.01310,M-R relationship,,,,0,61.500000,,3587.00,0.37,0.41,,,-1.508,4.78,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.2590000,16.0140000,11.9330000,15.2612000
EPIC 201427007 b,EPIC 201427007,1,1,Transit,2021,K2,0,0.72091000,,1.500,0.134,2.86000,0.00899,M-R relationship,,,,0,3.100000,,5633.00,0.94,0.93,-0.053,[Fe/H],-0.049,4.40,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886,706.3910000,14.3210000,12.5810000,14.1470000
EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,K2,0,2.13174000,,0.692,0.062,0.26000,0.00082,M-R relationship,,,,0,,,4991.00,0.55,0.78,-0.089,[M/H],-0.766,4.63,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.0260000,13.9480000,11.4380000,13.7368000
EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021,K2,0,0.87721400,,1.300,0.116,2.24000,0.00705,M-R relationship,,,1874,0,5.800000,,5820.00,0.93,1.02,-0.010,[Fe/H],-0.026,4.60,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,232.1000000,11.7460000,10.2180000,11.6477000
EPIC 201615463 c,K2-166,1,2,Transit,2019,K2,0,3.80464000,,1.220,0.109,1.98000,0.00624,M-R relationship,,,,0,,,5942.50,1.60,1.07,-0.051,[M/H],0.458,4.09,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788,476.8820000,12.0810000,10.6370000,11.9456000
