id,name,base_experience,height,weight,speed,hp,attack,defense,special-attack,special-defense,forms,species,is_default,order,type1,type2,ability1,ability2,ability3
971,greavard,58,6,350,34,50,61,60,30,55,greavard,greavard,True,924,ghost,,pickup,fluffy,
972,houndstone,171,20,150,68,72,101,100,50,97,houndstone,houndstone,True,925,ghost,,sand-rush,fluffy,
973,flamigo,175,16,370,90,82,115,74,75,64,flamigo,flamigo,True,961,flying,fighting,scrappy,tangled-feet,costar
974,cetoddle,67,12,450,43,108,68,45,30,40,cetoddle,cetoddle,True,947,ice,,thick-fat,snow-cloak,sheer-force
975,cetitan,182,45,7000,73,170,113,65,45,55,cetitan,cetitan,True,948,ice,,thick-fat,slush-rush,sheer-force
976,veluza,167,25,900,70,90,102,73,78,65,veluza,veluza,True,932,water,psychic,mold-breaker,sharpness,
977,dondozo,265,120,2200,35,150,100,115,65,65,dondozo,dondozo,True,931,water,,unaware,oblivious,water-veil
978,tatsugiri-curly,166,3,80,82,68,50,60,120,95,tatsugiri-curly,tatsugiri,True,952,dragon,water,commander,storm-drain,
979,annihilape,268,12,560,90,110,115,80,50,90,annihilape,annihilape,True,1010,fighting,ghost,vital-spirit,inner-focus,defiant
980,clodsire,151,18,2230,20,130,75,60,45,100,clodsire,clodsire,True,1009,poison,ground,poison-point,water-absorb,unaware
981,farigiraf,260,32,1600,60,120,90,70,110,70,farigiraf,farigiraf,True,928,normal,psychic,cud-chew,armor-tail,sap-sipper
982,dudunsparce-two-segment,182,36,392,55,125,100,80,85,75,dudunsparce-two-segment,dudunsparce,True,917,normal,,serene-grace,run-away,rattled
983,kingambit,275,20,1200,50,100,135,120,60,85,kingambit,kingambit,True,1008,dark,steel,defiant,supreme-overlord,pressure
984,great-tusk,285,22,3200,87,115,131,131,53,53,great-tusk,great-tusk,True,978,ground,fighting,protosynthesis,,
985,scream-tail,285,12,80,111,115,65,99,65,115,scream-tail,scream-tail,True,982,fairy,psychic,protosynthesis,,
986,brute-bonnet,285,12,210,55,111,127,99,79,99,brute-bonnet,brute-bonnet,True,979,grass,dark,protosynthesis,,
987,flutter-mane,285,14,40,135,55,55,55,135,135,flutter-mane,flutter-mane,True,983,ghost,fairy,protosynthesis,,
988,slither-wing,285,32,920,81,85,135,79,85,105,slither-wing,slither-wing,True,984,bug,fighting,protosynthesis,,
989,sandy-shocks,285,23,600,101,85,81,97,121,85,sandy-shocks,sandy-shocks,True,981,electric,ground,protosynthesis,,
990,iron-treads,285,9,2400,106,90,112,120,72,70,iron-treads,iron-treads,True,986,ground,steel,quark-drive,,
991,iron-bundle,285,6,110,136,56,80,114,124,60,iron-bundle,iron-bundle,True,992,ice,water,quark-drive,,
992,iron-hands,285,18,3807,50,154,140,108,50,68,iron-hands,iron-hands,True,989,fighting,electric,quark-drive,,
993,iron-jugulis,285,13,1110,108,94,80,86,122,80,iron-jugulis,iron-jugulis,True,990,dark,flying,quark-drive,,
994,iron-moth,285,12,360,110,80,70,60,140,110,iron-moth,iron-moth,True,988,fire,poison,quark-drive,,
995,iron-thorns,285,16,3030,72,100,134,110,70,84,iron-thorns,iron-thorns,True,991,rock,electric,quark-drive,,
996,frigibax,64,5,170,55,65,75,45,35,45,frigibax,frigibax,True,949,dragon,ice,thermal-exchange,ice-body,
997,arctibax,148,8,300,62,90,95,66,45,65,arctibax,arctibax,True,950,dragon,ice,thermal-exchange,ice-body,
998,baxcalibur,300,21,2100,87,115,145,92,75,86,baxcalibur,baxcalibur,True,951,dragon,ice,thermal-exchange,ice-body,
999,gimmighoul,60,3,50,10,45,30,70,75,70,gimmighoul-chest,gimmighoul,True,976,ghost,,rattled,,
1000,gholdengo,275,12,300,84,87,60,95,133,91,gholdengo,gholdengo,True,977,steel,ghost,good-as-gold,,
1001,wo-chien,285,15,742,70,85,85,100,95,135,wo-chien,wo-chien,True,996,dark,grass,tablets-of-ruin,,
1002,chien-pao,285,19,1522,135,80,120,80,90,65,chien-pao,chien-pao,True,995,dark,ice,sword-of-ruin,,
1003,ting-lu,285,27,6997,45,155,110,125,55,80,ting-lu,ting-lu,True,994,dark,ground,vessel-of-ruin,,
1004,chi-yu,285,4,49,100,55,80,80,135,120,chi-yu,chi-yu,True,997,dark,fire,beads-of-ruin,,
1005,roaring-moon,295,20,3800,119,105,139,71,55,101,roaring-moon,roaring-moon,True,985,dragon,dark,protosynthesis,,
1006,iron-valiant,295,14,350,116,74,130,90,120,60,iron-valiant,iron-valiant,True,993,fairy,fighting,quark-drive,,
1007,koraidon,335,25,3030,135,100,135,115,85,100,koraidon-apex-build,koraidon,True,998,fighting,dragon,orichalcum-pulse,,
1008,miraidon,335,35,2400,135,100,85,100,135,115,miraidon-ultimate-mode,miraidon,True,999,electric,dragon,hadron-engine,,
1009,walking-wake,295,35,2800,109,99,83,91,125,83,walking-wake,walking-wake,True,1093,water,dragon,protosynthesis,,
1010,iron-leaves,295,15,1250,104,90,130,88,70,108,iron-leaves,iron-leaves,True,1094,grass,psychic,quark-drive,,
1011,dipplin,170,4,97,40,80,80,110,95,80,dipplin,dipplin,True,1095,grass,dragon,supersweet-syrup,gluttony,sticky-hold
1012,poltchageist,62,1,11,50,40,45,45,74,54,poltchageist-counterfeit,poltchageist,True,1096,grass,ghost,hospitality,heatproof,
1013,sinistcha,178,2,22,70,71,60,106,121,80,sinistcha-unremarkable,sinistcha,True,1097,grass,ghost,hospitality,heatproof,
1014,okidogi,278,18,922,80,88,128,115,58,86,okidogi,okidogi,True,1098,poison,fighting,toxic-chain,guard-dog,
1015,munkidori,278,10,122,106,88,75,66,130,90,munkidori,munkidori,True,1099,poison,psychic,toxic-chain,frisk,
1016,fezandipiti,278,14,301,99,88,91,82,70,125,fezandipiti,fezandipiti,True,1100,poison,fairy,toxic-chain,technician,
1017,ogerpon,275,12,398,110,80,120,84,60,96,ogerpon,ogerpon,True,1101,grass,,defiant,,
1018,archaludon,300,20,600,85,90,105,130,125,65,archaludon,archaludon,True,1102,steel,dragon,stamina,sturdy,stalwart
1019,hydrapple,270,18,930,44,106,80,110,120,80,hydrapple,hydrapple,True,1103,grass,dragon,supersweet-syrup,regenerator,sticky-hold
1020,gouging-fire,295,35,5900,91,105,115,121,65,93,gouging-fire,gouging-fire,True,1104,fire,dragon,protosynthesis,,
1021,raging-bolt,295,52,4800,75,125,73,91,137,89,raging-bolt,raging-bolt,True,1105,electric,dragon,protosynthesis,,
1022,iron-boulder,295,15,1625,124,90,120,80,68,108,iron-boulder,iron-boulder,True,1106,rock,psychic,quark-drive,,
1023,iron-crown,295,16,1560,98,90,72,100,122,108,iron-crown,iron-crown,True,1107,steel,psychic,quark-drive,,
1024,terapagos,90,2,65,60,90,65,85,65,85,terapagos,terapagos,True,1108,normal,,tera-shift,,
1025,pecharunt,300,3,3,88,88,88,160,88,88,pecharunt,pecharunt,True,1109,poison,ghost,poison-puppeteer,,
10001,deoxys-attack,270,17,608,150,50,180,20,180,20,deoxys-attack,deoxys,False,515,psychic,,pressure,,
10002,deoxys-defense,270,17,608,90,50,70,160,70,160,deoxys-defense,deoxys,False,516,psychic,,pressure,,
10003,deoxys-speed,270,17,608,180,50,95,90,95,90,deoxys-speed,deoxys,False,517,psychic,,pressure,,
10004,wormadam-sandy,148,5,65,36,60,79,105,59,85,wormadam-sandy,wormadam,False,543,bug,ground,anticipation,overcoat,
10005,wormadam-trash,148,5,65,36,60,69,95,69,95,wormadam-trash,wormadam,False,544,bug,steel,anticipation,overcoat,
10006,shaymin-sky,270,4,52,127,100,103,75,120,75,shaymin-sky,shaymin,False,607,grass,flying,serene-grace,,
10007,giratina-origin,340,69,6500,90,150,120,100,120,100,giratina-origin,giratina,False,601,ghost,dragon,levitate,,
10008,rotom-heat,182,3,3,86,50,65,107,105,107,rotom-heat,rotom,False,588,electric,fire,levitate,,
10009,rotom-wash,182,3,3,86,50,65,107,105,107,rotom-wash,rotom,False,589,electric,water,levitate,,
10010,rotom-frost,182,3,3,86,50,65,107,105,107,rotom-frost,rotom,False,590,electric,ice,levitate,,
10011,rotom-fan,182,3,3,86,50,65,107,105,107,rotom-fan,rotom,False,591,electric,flying,levitate,,
10012,rotom-mow,182,3,3,86,50,65,107,105,107,rotom-mow,rotom,False,592,electric,grass,levitate,,
10013,castform-sunny,147,3,8,70,70,70,70,70,70,castform-sunny,castform,False,465,fire,,forecast,,
10014,castform-rainy,147,3,8,70,70,70,70,70,70,castform-rainy,castform,False,466,water,,forecast,,
10015,castform-snowy,147,3,8,70,70,70,70,70,70,castform-snowy,castform,False,467,ice,,forecast,,
10016,basculin-blue-striped,161,10,180,98,70,92,65,80,55,basculin-blue-striped,basculin,False,667,water,,rock-head,adaptability,mold-breaker
10017,darmanitan-zen,189,13,929,55,105,30,105,140,105,darmanitan-zen,darmanitan,False,674,fire,psychic,sheer-force,zen-mode,
10018,meloetta-pirouette,270,6,65,128,100,128,90,77,77,meloetta-pirouette,meloetta,False,778,normal,fighting,serene-grace,,
10019,tornadus-therian,290,14,630,121,79,100,80,110,90,tornadus-therian,tornadus,False,765,flying,,regenerator,,
10020,thundurus-therian,290,30,610,101,79,105,70,145,80,thundurus-therian,thundurus,False,767,electric,flying,volt-absorb,,
10021,landorus-therian,300,13,680,91,89,145,90,105,80,landorus-therian,landorus,False,771,ground,flying,intimidate,,
10022,kyurem-black,350,33,3250,95,125,170,100,120,90,kyurem-black,kyurem,False,774,dragon,ice,teravolt,,
10023,kyurem-white,350,36,3250,95,125,120,90,170,100,kyurem-white,kyurem,False,773,dragon,ice,turboblaze,,
10024,keldeo-resolute,290,14,485,108,91,72,90,129,90,keldeo-resolute,keldeo,False,776,water,fighting,justified,,
10025,meowstic-female,163,6,85,104,74,48,76,83,81,meowstic-female,meowstic,False,812,psychic,,keen-eye,infiltrator,competitive
10026,aegislash-blade,250,17,530,60,60,140,50,140,50,aegislash-blade,aegislash,False,816,steel,ghost,stance-change,,
10027,pumpkaboo-small,67,3,35,56,44,66,70,44,55,pumpkaboo-small,pumpkaboo,False,845,ghost,grass,pickup,frisk,insomnia
10028,pumpkaboo-large,67,5,75,46,54,66,70,44,55,pumpkaboo-large,pumpkaboo,False,846,ghost,grass,pickup,frisk,insomnia
10029,pumpkaboo-super,67,8,150,41,59,66,70,44,55,pumpkaboo-super,pumpkaboo,False,847,ghost,grass,pickup,frisk,insomnia
10030,gourgeist-small,173,7,95,99,55,85,122,58,75,gourgeist-small,gourgeist,False,849,ghost,grass,pickup,frisk,insomnia
10031,gourgeist-large,173,11,140,69,75,95,122,58,75,gourgeist-large,gourgeist,False,850,ghost,grass,pickup,frisk,insomnia
10032,gourgeist-super,173,17,390,54,85,100,122,58,75,gourgeist-super,gourgeist,False,851,ghost,grass,pickup,frisk,insomnia
10033,venusaur-mega,281,24,1555,80,80,100,123,122,120,venusaur-mega,venusaur,False,4,grass,poison,thick-fat,,
10034,charizard-mega-x,285,17,1105,100,78,130,111,130,85,charizard-mega-x,charizard,False,8,fire,dragon,tough-claws,,
10035,charizard-mega-y,285,17,1005,100,78,104,78,159,115,charizard-mega-y,charizard,False,9,fire,flying,drought,,
10036,blastoise-mega,284,16,1011,78,79,103,120,135,115,blastoise-mega,blastoise,False,13,water,,mega-launcher,,
10037,alakazam-mega,270,12,480,150,55,50,65,175,105,alakazam-mega,alakazam,False,106,psychic,,trace,,
10038,gengar-mega,270,14,405,130,60,65,80,170,95,gengar-mega,gengar,False,150,ghost,poison,shadow-tag,,
10039,kangaskhan-mega,207,22,1000,100,105,125,100,60,100,kangaskhan-mega,kangaskhan,False,185,normal,,parental-bond,,
10040,pinsir-mega,210,17,590,105,65,155,120,65,90,pinsir-mega,pinsir,False,208,bug,flying,aerilate,,
10041,gyarados-mega,224,65,3050,81,95,155,109,70,130,gyarados-mega,gyarados,False,212,water,dark,mold-breaker,,
10042,aerodactyl-mega,215,21,790,150,80,135,85,70,95,aerodactyl-mega,aerodactyl,False,233,rock,flying,tough-claws,,
10043,mewtwo-mega-x,351,23,1270,130,106,190,100,154,100,mewtwo-mega-x,mewtwo,False,246,psychic,fighting,steadfast,,
10044,mewtwo-mega-y,351,15,330,140,106,150,70,194,120,mewtwo-mega-y,mewtwo,False,247,psychic,,insomnia,,
10045,ampharos-mega,275,14,615,45,90,95,105,165,110,ampharos-mega,ampharos,False,276,electric,dragon,mold-breaker,,
10046,scizor-mega,210,20,1250,75,70,150,140,65,100,scizor-mega,scizor,False,198,bug,steel,technician,,
10047,heracross-mega,210,17,625,75,80,185,115,40,105,heracross-mega,heracross,False,311,bug,fighting,skill-link,,
10048,houndoom-mega,210,19,495,115,75,90,90,140,90,houndoom-mega,houndoom,False,331,dark,fire,solar-power,,
10049,tyranitar-mega,315,25,2550,71,100,164,150,95,120,tyranitar-mega,tyranitar,False,343,rock,dark,sand-stream,,
10050,blaziken-mega,284,19,520,100,80,160,80,130,80,blaziken-mega,blaziken,False,354,fire,fighting,speed-boost,,
10051,gardevoir-mega,278,16,484,100,68,85,65,165,135,gardevoir-mega,gardevoir,False,383,psychic,fairy,pixilate,,
10052,mawile-mega,168,10,235,50,50,105,125,55,95,mawile-mega,mawile,False,408,steel,fairy,huge-power,,
10053,aggron-mega,284,22,3950,50,70,140,230,60,80,aggron-mega,aggron,False,412,steel,,filter,,
10054,medicham-mega,179,13,315,100,60,100,85,80,85,medicham-mega,medicham,False,415,fighting,psychic,pure-power,,
10055,manectric-mega,201,18,440,135,70,75,80,135,80,manectric-mega,manectric,False,418,electric,,intimidate,,
10056,banette-mega,194,12,130,75,64,165,75,93,83,banette-mega,banette,False,471,ghost,,prankster,,
10057,absol-mega,198,12,490,115,65,150,60,115,60,absol-mega,absol,False,479,dark,,magic-bounce,,
10058,garchomp-mega,315,19,950,92,108,170,115,120,95,garchomp-mega,garchomp,False,571,dragon,ground,sand-force,,
10059,lucario-mega,219,13,575,112,70,145,88,140,70,lucario-mega,lucario,False,574,fighting,steel,adaptability,,
10060,abomasnow-mega,208,27,1850,30,90,132,105,132,105,abomasnow-mega,abomasnow,False,586,grass,ice,snow-warning,,
10061,floette-eternal,243,2,9,92,74,65,67,125,128,floette-eternal,floette,False,803,fairy,,flower-veil,symbiosis,
10062,latias-mega,315,18,520,110,80,100,120,140,150,latias-mega,latias,False,504,dragon,psychic,levitate,,
10063,latios-mega,315,23,700,110,80,130,100,160,120,latios-mega,latios,False,506,dragon,psychic,levitate,,
10064,swampert-mega,286,19,1020,70,100,150,110,95,110,swampert-mega,swampert,False,358,water,ground,swift-swim,,
10065,sceptile-mega,284,19,552,145,70,110,75,145,85,sceptile-mega,sceptile,False,350,grass,dragon,lightning-rod,,
10066,sableye-mega,168,5,1610,20,50,85,125,85,115,sableye-mega,sableye,False,406,dark,ghost,magic-bounce,,
10067,altaria-mega,207,15,206,80,75,110,110,110,105,altaria-mega,altaria,False,447,dragon,fairy,pixilate,,
10068,gallade-mega,278,16,564,110,68,165,95,65,115,gallade-mega,gallade,False,385,psychic,fighting,inner-focus,,
10069,audino-mega,425,15,320,50,103,60,126,80,126,audino-mega,audino,False,647,normal,fairy,healer,,
10070,sharpedo-mega,196,25,1303,105,70,140,70,110,65,sharpedo-mega,sharpedo,False,430,water,dark,strong-jaw,,
10071,slowbro-mega,207,20,1200,30,95,75,180,130,80,slowbro-mega,slowbro,False,128,water,psychic,shell-armor,,
10072,steelix-mega,214,105,7400,30,75,125,230,55,95,steelix-mega,steelix,False,153,steel,ground,sand-force,,
10073,pidgeot-mega,261,22,505,121,83,80,80,135,80,pidgeot-mega,pidgeot,False,24,normal,flying,no-guard,,
10074,glalie-mega,203,21,3502,100,80,120,80,120,80,glalie-mega,glalie,False,482,ice,,refrigerate,,
10075,diancie-mega,315,11,278,110,50,160,110,160,110,diancie-mega,diancie,False,864,rock,fairy,magic-bounce,,
10076,metagross-mega,315,25,9429,110,80,145,150,105,110,metagross-mega,metagross,False,499,steel,psychic,tough-claws,,
10077,kyogre-primal,347,98,4300,90,100,150,90,180,160,kyogre-primal,kyogre,False,508,water,,primordial-sea,,
10078,groudon-primal,347,50,9997,90,100,180,160,150,90,groudon-primal,groudon,False,510,ground,fire,desolate-land,,
10079,rayquaza-mega,351,108,3920,115,105,180,100,180,100,rayquaza-mega,rayquaza,False,512,dragon,flying,delta-stream,,
10080,pikachu-rock-star,112,4,60,90,35,55,40,50,50,pikachu-rock-star,pikachu,False,37,electric,,static,lightning-rod,
10081,pikachu-belle,112,4,60,90,35,55,40,50,50,pikachu-belle,pikachu,False,38,electric,,static,lightning-rod,
10082,pikachu-pop-star,112,4,60,90,35,55,40,50,50,pikachu-pop-star,pikachu,False,39,electric,,static,lightning-rod,
10083,pikachu-phd,112,4,60,90,35,55,40,50,50,pikachu-phd,pikachu,False,40,electric,,static,lightning-rod,
10084,pikachu-libre,112,4,60,90,35,55,40,50,50,pikachu-libre,pikachu,False,41,electric,,static,lightning-rod,
10085,pikachu-cosplay,112,4,60,90,35,55,40,50,50,pikachu-cosplay,pikachu,False,36,electric,,static,lightning-rod,
10086,hoopa-unbound,306,65,4900,80,80,160,60,170,130,hoopa-unbound,hoopa,False,866,psychic,dark,magician,,
10087,camerupt-mega,196,25,3205,20,70,120,100,145,105,camerupt-mega,camerupt,False,435,fire,ground,sheer-force,,
10088,lopunny-mega,203,13,283,135,65,136,94,54,96,lopunny-mega,lopunny,False,559,normal,fighting,scrappy,,
10089,salamence-mega,315,18,1126,120,95,145,130,120,90,salamence-mega,salamence,False,495,dragon,flying,aerilate,,
10090,beedrill-mega,223,14,405,145,65,150,40,15,80,beedrill-mega,beedrill,False,20,bug,poison,adaptability,,
10091,rattata-alola,51,3,38,72,30,56,35,25,35,rattata-alola,rattata,False,26,dark,normal,gluttony,hustle,thick-fat
10092,raticate-alola,145,7,255,77,75,71,70,40,80,raticate-alola,raticate,False,28,dark,normal,gluttony,hustle,thick-fat
10093,raticate-totem-alola,145,14,1050,77,75,71,70,40,80,raticate-totem-alola,raticate,False,29,dark,normal,gluttony,hustle,thick-fat
10094,pikachu-original-cap,112,4,60,90,35,55,40,50,50,pikachu-original-cap,pikachu,False,42,electric,,static,lightning-rod,
10095,pikachu-hoenn-cap,112,4,60,90,35,55,40,50,50,pikachu-hoenn-cap,pikachu,False,43,electric,,static,lightning-rod,
10096,pikachu-sinnoh-cap,112,4,60,90,35,55,40,50,50,pikachu-sinnoh-cap,pikachu,False,44,electric,,static,lightning-rod,
10097,pikachu-unova-cap,112,4,60,90,35,55,40,50,50,pikachu-unova-cap,pikachu,False,45,electric,,static,lightning-rod,
10098,pikachu-kalos-cap,112,4,60,90,35,55,40,50,50,pikachu-kalos-cap,pikachu,False,46,electric,,static,lightning-rod,
10099,pikachu-alola-cap,112,4,60,90,35,55,40,50,50,pikachu-alola-cap,pikachu,False,47,electric,,static,lightning-rod,
10100,raichu-alola,243,7,210,110,60,85,50,95,85,raichu-alola,raichu,False,52,electric,psychic,surge-surfer,,
10101,sandshrew-alola,60,7,400,40,50,75,90,10,35,sandshrew-alola,sandshrew,False,54,ice,steel,snow-cloak,slush-rush,
10102,sandslash-alola,158,12,550,65,75,100,120,25,65,sandslash-alola,sandslash,False,56,ice,steel,snow-cloak,slush-rush,
10103,vulpix-alola,60,6,99,65,38,41,40,50,65,vulpix-alola,vulpix,False,67,ice,,snow-cloak,snow-warning,
10104,ninetales-alola,177,11,199,109,73,67,75,81,100,ninetales-alola,ninetales,False,69,ice,fairy,snow-cloak,snow-warning,
10105,diglett-alola,53,2,10,90,10,55,30,35,45,diglett-alola,diglett,False,85,ground,steel,sand-veil,tangling-hair,sand-force
10106,dugtrio-alola,149,7,666,110,35,100,60,50,70,dugtrio-alola,dugtrio,False,87,ground,steel,sand-veil,tangling-hair,sand-force
10107,meowth-alola,58,4,42,90,40,35,35,50,40,meowth-alola,meowth,False,89,dark,,pickup,technician,rattled
10108,persian-alola,154,11,330,115,65,60,60,75,65,persian-alola,persian,False,92,dark,,fur-coat,technician,rattled
10109,geodude-alola,60,4,203,20,40,80,100,30,30,geodude-alola,geodude,False,116,rock,electric,magnet-pull,sturdy,galvanize
10110,graveler-alola,137,10,1100,35,55,95,115,45,45,graveler-alola,graveler,False,118,rock,electric,magnet-pull,sturdy,galvanize
10111,golem-alola,223,17,3160,45,80,120,130,55,65,golem-alola,golem,False,120,rock,electric,magnet-pull,sturdy,galvanize
10112,grimer-alola,65,7,420,25,80,80,50,40,50,grimer-alola,grimer,False,142,poison,dark,poison-touch,gluttony,power-of-alchemy
10113,muk-alola,175,10,520,50,105,105,75,65,100,muk-alola,muk,False,144,poison,dark,poison-touch,gluttony,power-of-alchemy
10114,exeggutor-alola,186,109,4156,45,95,105,85,125,75,exeggutor-alola,exeggutor,False,162,grass,dragon,frisk,harvest,
10115,marowak-alola,149,10,340,45,60,80,110,50,80,marowak-alola,marowak,False,165,fire,ghost,cursed-body,lightning-rod,rock-head
10116,greninja-battle-bond,239,15,400,122,72,95,67,103,71,greninja-battle-bond,greninja,False,789,water,dark,battle-bond,,
10117,greninja-ash,288,15,400,132,72,145,67,153,71,greninja-ash,greninja,False,790,water,dark,battle-bond,,
10118,zygarde-10-power-construct,243,12,335,115,54,100,71,61,85,zygarde-10-power-construct,zygarde,False,860,dragon,ground,power-construct,,
10119,zygarde-50-power-construct,300,50,3050,95,108,100,121,81,95,zygarde-50-power-construct,zygarde,False,861,dragon,ground,power-construct,,
10120,zygarde-complete,354,45,6100,85,216,100,121,91,95,zygarde-complete,zygarde,False,862,dragon,ground,power-construct,,
10121,gumshoos-totem,146,14,600,45,88,110,60,55,60,gumshoos-totem,gumshoos,False,882,normal,,stakeout,strong-jaw,adaptability
10122,vikavolt-totem,225,26,1475,43,77,70,90,145,75,vikavolt-totem,vikavolt,False,886,bug,electric,levitate,,
10123,oricorio-pom-pom,167,6,34,93,75,70,70,98,70,oricorio-pom-pom,oricorio,False,890,electric,flying,dancer,,
10124,oricorio-pau,167,6,34,93,75,70,70,98,70,oricorio-pau,oricorio,False,891,psychic,flying,dancer,,
10125,oricorio-sensu,167,6,34,93,75,70,70,98,70,oricorio-sensu,oricorio,False,892,ghost,flying,dancer,,
10126,lycanroc-midnight,170,11,250,82,85,115,75,55,75,lycanroc-midnight,lycanroc,False,899,rock,,keen-eye,vital-spirit,no-guard
10127,wishiwashi-school,217,82,786,30,45,140,130,140,135,wishiwashi-school,wishiwashi,False,902,water,,schooling,,
10128,lurantis-totem,168,15,580,45,70,105,90,80,90,lurantis-totem,lurantis,False,912,grass,,leaf-guard,contrary,
10129,salazzle-totem,168,21,810,117,68,64,60,111,60,salazzle-totem,salazzle,False,917,poison,fire,corrosion,oblivious,
10130,minior-orange-meteor,154,3,400,60,60,60,100,60,100,minior-orange-meteor,minior,False,934,rock,flying,shields-down,,
10131,minior-yellow-meteor,154,3,400,60,60,60,100,60,100,minior-yellow-meteor,minior,False,935,rock,flying,shields-down,,
10132,minior-green-meteor,154,3,400,60,60,60,100,60,100,minior-green-meteor,minior,False,936,rock,flying,shields-down,,
10133,minior-blue-meteor,154,3,400,60,60,60,100,60,100,minior-blue-meteor,minior,False,937,rock,flying,shields-down,,
10134,minior-indigo-meteor,154,3,400,60,60,60,100,60,100,minior-indigo-meteor,minior,False,938,rock,flying,shields-down,,
10135,minior-violet-meteor,154,3,400,60,60,60,100,60,100,minior-violet-meteor,minior,False,939,rock,flying,shields-down,,
10136,minior-red,175,3,3,120,60,100,60,100,60,minior-red,minior,False,940,rock,flying,shields-down,,
10137,minior-orange,175,3,3,120,60,100,60,100,60,minior-orange,minior,False,941,rock,flying,shields-down,,
10138,minior-yellow,175,3,3,120,60,100,60,100,60,minior-yellow,minior,False,942,rock,flying,shields-down,,
10139,minior-green,175,3,3,120,60,100,60,100,60,minior-green,minior,False,943,rock,flying,shields-down,,
10140,minior-blue,175,3,3,120,60,100,60,100,60,minior-blue,minior,False,944,rock,flying,shields-down,,
10141,minior-indigo,175,3,3,120,60,100,60,100,60,minior-indigo,minior,False,945,rock,flying,shields-down,,
10142,minior-violet,175,3,3,120,60,100,60,100,60,minior-violet,minior,False,946,rock,flying,shields-down,,
10143,mimikyu-busted,167,2,7,96,55,90,80,50,105,mimikyu-busted,mimikyu,False,952,ghost,fairy,disguise,,
10144,mimikyu-totem-disguised,167,4,28,96,55,90,80,50,105,mimikyu-totem-disguised,mimikyu,False,953,ghost,fairy,disguise,,
10145,mimikyu-totem-busted,167,4,28,96,55,90,80,50,105,mimikyu-totem-busted,mimikyu,False,954,ghost,fairy,disguise,,
10146,kommo-o-totem,270,24,2075,85,75,110,125,100,105,kommo-o-totem,kommo-o,False,961,dragon,fighting,bulletproof,soundproof,overcoat
10147,magearna-original,300,10,805,65,80,95,115,130,115,magearna-original,magearna,False,982,steel,fairy,soul-heart,,
10148,pikachu-partner-cap,112,4,60,90,35,55,40,50,50,pikachu-partner-cap,pikachu,False,48,electric,,static,lightning-rod,
10149,marowak-totem,149,17,980,45,60,80,110,50,80,marowak-totem,marowak,False,166,fire,ghost,cursed-body,lightning-rod,rock-head
10150,ribombee-totem,162,4,20,124,60,55,60,95,70,ribombee-totem,ribombee,False,895,bug,fairy,honey-gather,shield-dust,sweet-veil
10151,rockruff-own-tempo,56,5,92,60,45,65,40,30,40,rockruff-own-tempo,rockruff,False,897,rock,,own-tempo,,
10152,lycanroc-dusk,170,8,250,110,75,117,65,55,65,lycanroc-dusk,lycanroc,False,900,rock,,tough-claws,,
10153,araquanid-totem,159,31,2175,42,68,70,92,50,132,araquanid-totem,araquanid,False,909,water,bug,water-bubble,water-absorb,
10154,togedemaru-totem,152,6,130,96,65,98,63,40,73,togedemaru-totem,togedemaru,False,950,electric,steel,iron-barbs,lightning-rod,sturdy
10155,necrozma-dusk,340,38,4600,77,97,157,127,113,109,necrozma-dusk,necrozma,False,978,psychic,steel,prism-armor,,
10156,necrozma-dawn,340,42,3500,77,97,113,109,157,127,necrozma-dawn,necrozma,False,979,psychic,ghost,prism-armor,,
10157,necrozma-ultra,339,75,2300,129,97,167,97,167,97,necrozma-ultra,necrozma,False,980,psychic,dragon,neuroforce,,
10158,pikachu-starter,86,4,60,120,45,80,50,75,60,pikachu-starter,pikachu,False,49,electric,,static,lightning-rod,
10159,eevee-starter,87,3,65,75,65,75,70,65,85,eevee-starter,eevee,False,216,normal,,run-away,adaptability,anticipation
10160,pikachu-world-cap,112,4,60,90,35,55,40,50,50,pikachu-world-cap,pikachu,False,50,electric,,static,lightning-rod,
10161,meowth-galar,58,4,75,40,50,65,55,40,40,meowth-galar,meowth,False,90,steel,,pickup,tough-claws,unnerve
10162,ponyta-galar,82,8,240,90,50,85,55,65,65,ponyta-galar,ponyta,False,122,psychic,,run-away,pastel-veil,anticipation
10163,rapidash-galar,175,17,800,105,65,100,70,80,80,rapidash-galar,rapidash,False,124,psychic,fairy,run-away,pastel-veil,anticipation
10164,slowpoke-galar,63,12,360,15,90,65,65,40,40,slowpoke-galar,slowpoke,False,126,psychic,,gluttony,own-tempo,regenerator
10165,slowbro-galar,172,16,705,30,95,100,95,100,70,slowbro-galar,slowbro,False,129,poison,psychic,quick-draw,own-tempo,regenerator
10166,farfetchd-galar,132,8,420,55,52,95,55,58,62,farfetchd-galar,farfetchd,False,136,fighting,,steadfast,scrappy,
10167,weezing-galar,172,30,160,60,65,90,120,85,70,weezing-galar,weezing,False,175,poison,fairy,levitate,neutralizing-gas,misty-surge
10168,mr-mime-galar,161,14,568,100,50,65,65,90,90,mr-mime-galar,mr-mime,False,195,ice,psychic,vital-spirit,screen-cleaner,ice-body
10169,articuno-galar,290,17,509,95,90,85,85,125,100,articuno-galar,articuno,False,237,psychic,flying,competitive,,
10170,zapdos-galar,290,16,582,100,90,125,90,85,90,zapdos-galar,zapdos,False,239,fighting,flying,defiant,,
